Column,stop_name,type,in_lines,location,identifier,coordinate location,previous_in_lines,stop_description
930,Kirschenallee,bus,{'54'} ; {'4'},"52.52035300349768, 13.26724626254542 ; 52.51435500661426, 13.264028921313068",,,,
931,Kisselnallee,bus,{'63'},"52.55649278406277, 13.188691953356178",,,['63']+ {'63'}+ {'63'},
932,Kissinger Strasse,bus,{'60'},"52.47924320401892, 13.285771231504038",,,,
933,"Kladow, Alt-Kladow",bus,{'37'},"52.45465557316667, 13.144527634398072",,,,
934,"Kladow, Dorfplatz",bus,{'35'},"52.45233907314091, 13.138587215447123",,,,
935,"Kladow, Hottengrund",bus,{'35'},"52.44607912406518, 13.12629608245484",,,,
936,Klamannstrasse,bus,{'64'},"52.57526253618153, 13.341290032252353",,,,
937,Klausenburger Pfad,bus,{'11'},"52.40258553452852, 13.353280472559621",,,,
938,Klausenerplatz,bus,{'74'},"52.51920997381545, 13.291921994814121",,,"['87', '54']+ {'54', '87'}+ {'87', '54'}",
939,Klausenerplatz ; Schloßstrasse/Schloß,bus,{'54'},"52.5192008101628, 13.29195668780213 ; 52.51943632610026, 13.295927888651832",,,,
940,Klausingring,bus,{'23'},"52.536266422825264, 13.296974608280909",,,,
941,Klaustaler Strasse,strassenbahn,{'49'},"52.575501885505126, 13.42141347583262",,,,
942,Kleingartenkolonie,bus,{'61'},"52.562795992864004, 13.382301358664863",,,,
943,Kleistpark,bus,"{'83', '87'}","52.49046879632337, 13.360306672016245",Q68039711,,,
944,Kleistpark,u-bahn,{'7'},"52.490555555556,13.360277777778",Q571161,,['7']+ {'7'}+ {'7'},
945,Kleiststrasse,bus,{'85'},"52.501074043857344, 13.346676051768",,,,
946,Klement-Gottwald-Allee,strassenbahn,{'29'} ; {'20'},"52.553895463463604, 13.467472780449688 ; 52.55195794348502, 13.465463416078652",,,"['70', '29']+ {'70'}+ {'20'}+ {'70', '29'}",
947,Klement-Gottwald-Allee Ecke Buschallee,strassenbahn,{'28'},"52.553915696899935, 13.467530057333741",,,,
948,Klemkestrasse,bus,{'61'},"52.574258314253335, 13.359168890495718",,,,
949,Klemkestrasse / Büchsenweg,bus,{'72'},"52.57475734130079, 13.371801401178848",,,,
950,Klingsorstrasse,bus,"{'86', '88', '85'}","52.45309021884074, 13.33121103955973",,,"['32', '88', '86', '84', '17', '30', '33']+ {'84', '32', '17', '30', '88', '86', '33'}+ {'84', '86', '17', '33', '88', '32'}",
951,Klinikum Charlottenburg,bus,{'54'},"52.51871145853518, 13.276426908880586",,,,
952,Klinikum Steglitz,bus,"{'88', '85'}","52.44415720118784, 13.321367176792748",,,['88']+ {'88'}+ {'88'},
953,Klinkeplatz,bus,{'54'},"52.55534444744224, 13.198566953505402",,,,
954,Klopstockstrasse,bus,{'23'},"52.51590278123669, 13.33923215885179",,,,
955,Kloster-Zinna-Strasse,bus,{'79'},"52.4026890932609, 13.412748029411977",,,['79']+ {'79'},
956,Klosterstrasse,u-bahn,{'A'},"52.516111111111,13.412222222222",Q657893,,['A']+ {'A'}+ {'A'},
957,Kluckstrasse,bus,{'29'},"52.505469929566765, 13.362407164396801",,,['29']+ {'29'},
958,Klärwerkstrasse/Freiheit,bus,{'56'},"52.529491013283995, 13.233079128433404",,,,
959,Klötzesteig,bus,{'20'},"52.61585243732486, 13.349115989415594",,,,
960,Knaackstrasse,strassenbahn,"{'113', '71', '72', '20'}","52.5334285,13.4208487",Q65225141,"52.5334285,13.4208487",,
961,Knesebeckstrasse,bus,{'53'},"52.428912094809505, 13.267664971836647",,,['53']+ {'53'}+ {'53'},
962,Knobelsdorffstrasse,bus,{'10'},"52.51283999663951, 13.281434279727947",,,,
963,Koblanckstrasse,bus,{'3'},"52.42619022229204, 13.161449289652705",,,{'3'},
964,Kochstrasse,bus,{'29'},"52.5058997534001, 13.386334239067075",,,,
965,Kochstrasse,u-bahn,{'6'},"52.505897222222,13.390611111111",Q201849,,['6']+ {'6'}+ {'6'},
966,Kollostrasse,bus,{'33'},"52.447619832052744, 13.392134381284215",,,['33']+ {'33'}+ {'33'},
967,Kolonie Ewige Heimat,bus,{'57'},"52.41345967123369, 13.490245015532087",,,,
968,Kolonie Hasenheide,bus,{'31'},"52.523483453205884, 13.18426784659892",,,['13']+ {'13'},
969,Kolonie Waldfrieden,bus,{'63'},"52.56289979723415, 13.165640324141387",,,['63']+ {'63'}+ {'63'},
970,Koloniestrasse,bus,{'61'},"52.556442893073715, 13.37759581883847",,,"['61', '89']+ {'89', '61'}+ {'89', '61'}",
971,Kommandantenstrasse,bus,{'3'},"52.43273081952955, 13.292797040623356",,,,
972,Komturstrasse/Teilestrasse,bus,{'25'},"52.45912771960838, 13.400144583993969",,,,
973,Kongreßhalle,bus,{'69'},"52.51763253396976, 13.363196975404886",,,['69'],
974,Konradshöhe/Falkenplatz,bus,{'27'},"52.58454332408136, 13.227120997388383",,,,
975,Konstanzer Strasse,bus,{'4'},"52.493572727245194, 13.3101087908447",,,,
976,Konstanzer Strasse,u-bahn,{'7'},"52.494166666667,13.309722222222",Q571019,,{'7'}+ {'7'},
977,Kontrollpunkt,bus,{'98'},"52.628133306277086, 13.241655724333636",,,,
978,Kormoranweg,bus,{'25'},"52.437654867207655, 13.456577084623888",,,['25']+ {'25'}+ {'25'},
979,Kosleckweg,bus,{'33'},"52.44733571636485, 13.39571835610992",,,['33']+ {'33'}+ {'33'},
980,Kottbusser Brücke,bus,{'41'},"52.49599589899328, 13.420051716356868",,,,
981,Kottbusser Damm,u-bahn,{'8'},"52.493055555556,13.421944444444",Q666868,,{'8'}+ {'8'},
982,Kottbusser Tor,u-bahn,"{'1', '8'}","52.499166666667,13.418055555556",Q819768,,"['1', '8']+ {'8', '1'}+ {'8', '1'}",
983,Kottesteig,bus,{'87'},"52.4541187910974, 13.348547100685526",,,,
984,Kraftwerk Oberhavel,bus,{'97'},"52.57885411044849, 13.210010714375468",,,,
985,Krahmerstrasse,bus,{'85'},"52.43794764888544, 13.31545324667399",,,['84']+ {'84'}+ {'84'},
986,Krampnitzer Weg,bus,"{'37', '35'}","52.45226877627519, 13.138405325608623",,,,
987,Krankenhaus,strassenbahn,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},"52.4473014,13.761517",Q66977234,"52.4473014,13.761517",,
988,Krankenhaus Britz,bus,"{'81', '73'}","52.452428609443814, 13.446385402765815",,,,
989,Krankenhaus Havelhöhe,bus,"{'34', '35'}","52.46269802720033, 13.158687644161576",,,,
990,Krankenhaus Hohengatow,bus,"{'36', '34', '35'}","52.470449875602235, 13.169391604448148",,,,
991,Krankenhaus Hubertus,bus,{'18'},"52.43246112806621, 13.218504777610871",,,,
992,Krankenhaus Jungfernheide,bus,"{'21', '71'}","52.53046489663179, 13.29588380699558",,,,
993,Krankenhaus Köpenick,bus,{'115'},"52.4388396,13.5920763",,,['27']+ {'27'}+ {'27'},
994,Krankenhaus Moabit,bus,"{'24', '70'}","52.52631363859675, 13.347762408358612",,,"['24', '70']+ {'24', '70'}+ {'70', '24'}",
995,Krankenhaus Neukölln,bus,{'41'},"52.43991971904642, 13.459396643339986",,,,
996,Krankenhaus Oskar-Helene-Heim,bus,"{'18', '50'}","52.4491965892725, 13.2695820679902",,,,
997,Kranoldplatz,bus,"{'17', '3', '84', '11', '96'}","52.427774762936416, 13.326473583049795",,,,
998,Krantorweg,bus,{'14'},"52.62269059185266, 13.22458681292438",,,,
999,Krematorium Ruhleben,bus,"{'5', '56', '54', '35'}","52.52776167394749, 13.231812082714828",,,"['80', '35', '54', '5', '31', '56']+ {'56', '54', '35', '5', '31'}+ {'80', '35', '56', '54', '5'}",
1000,Krematorium Wedding,bus,{'83'},"52.54485936477292, 13.366002545195622",,,,
1001,Kreuzbergstrasse,bus,"{'28', '19'}","52.48940663862394, 13.376689964763667",,,['28']+ {'28'}+ {'28'},
1002,Krkhs. Oskar-Helene-Heim,bus,{'10'},"52.4491965892725, 13.2695820679902",,,,
1003,Krokusstrasse,bus,{'41'},"52.420236858255905, 13.492324825118137",,,,
1004,Kronprinzessinenweg,bus,"{'3', '66'}","52.41996044157457, 13.17530987707389",,,['18']+ {'18'}+ {'3'},
1005,Krottnaurerstrasse,bus,"{'53', '18'}","52.434048198019276, 13.206642741771725",,,['53']+ {'53'}+ {'53'},
1006,Krowelstrasse,bus,{'35'},"52.523692822651974, 13.202922628935546",,,,
1007,Krumme Lanke,u-bahn,{'2'},"52.443333333333,13.241388888889",Q663945,,['2']+ {'2'}+ {'2'},
1008,Krumme Strasse,bus,{'54'},"52.516157019477596, 13.310581702080908",,,,
1009,Kruppstrasse,bus,{'90'},"52.533377627664564, 13.359630928552786",,,,
1010,Kuckhoffstraße,strassenbahn,{'121'},"52.5840207,13.4029654",Q65032797,"52.5840207,13.4029654",,
1011,Kuckhoffstrasse,strassenbahn,{'46'},"52.5840207,13.4029654",Q65032797,,{'46'}+ {'46'},
1012,Kufsteiner Strasse,bus,"{'4', '74'}","52.48826623558626, 13.33693619757706",,,{'74'}+ {'74'},
1013,Kulturforum,bus,"{'48', '83', '29'}","52.507548170089976, 13.369215178131643",,,"{'75', '83', '48'}",
1014,Kuno-Fischer-Strasse,bus,"{'10', '94'}","52.506627368592966, 13.289283045690706",,,['94']+ {'66'}+ {'94'},
1015,Kurfürstendamm,bus,"{'1'} ; {'10', '74'}","52.500632764314666, 13.313080572016958 ; 52.49798588819404, 13.29625267830672",,,,
1016,Kurfürstendamm,u-bahn,{'3'},"52.504166666667,13.332777777778",Q663933,,{'3'},
1017,Kurfürstenstrasse,bus,"{'9', '29'} ; {'76'} ; {'33'}","52.50313512534133, 13.349909273355518 ; 52.44813350443222, 13.379078508303522 ; 52.44563345495855, 13.368022031294979",,,,
1018,Kurpromenade,bus,{'34'},"52.470791677101865, 13.123638327482572",,,,
1019,Kurstrasse,bus,{'3'},"52.428369288176555, 13.218566173982111",,,,
1020,Kurt-Fischer-Platz,bus,{'7'},"52.57973292845757, 13.398330728468228",,,['33']+ {'33'}+ {'33'},
1021,Kurt-Fischer-Platz,strassenbahn,"{'120', '22', '121'}","52.578668,13.3983016",Q65032974,"52.578668,13.3983016",,
1022,Kurt-Fischer-Strasse,strassenbahn,{'46'},"52.57972262368477, 13.398329593785958",,,['46']+ {'46'}+ {'46'},
1023,Kurt-Schumacher-Damm,bus,{'23'},"52.539636633140965, 13.29506456252715",,,{'23'}+ {'23'},
1024,Kurt-Schumacher-Platz,u-bahn,{'6'},"52.563555555556,13.326572222222",Q555916,,['6']+ {'6'}+ {'6'},
1025,Kurze Strasse/Mittelstrasse,bus,{'34'},"52.54624340411659, 13.19996382442898",,,,
1026,Kurzebracker Weg,bus,{'14'},"52.61977654570686, 13.222477143489833",,,,
1027,Königin-Elisabeth-Strasse,bus,{'54'},"52.51841060617521, 13.280216309480307",,,['54']+ {'54'}+ {'54'},
1028,Königin-Luise-Strasse,bus,{'50'},"52.460437412108, 13.274873746874988",,,['1']+ {'1'}+ {'1'},
1029,Königs Wusterhausen,s-bahn,{'110'},"52.2966,13.6311",Q178002,,['KBS 110']+ {'110'}+ {'110'},
1030,Königsberger Strasse,bus,{'86'},"52.430805437088516, 13.317511969726693",,,,
1031,Königsberger Strasse,bus,{'17'},"52.430805437088516, 13.317511969726693",,,"{'17', '86'}+ {'17', '86'}",
1032,Königsheideweg,strassenbahn,"{'114', '85'}","52.4467799,13.5066707",Q66236157,"52.4467799,13.5066707",,
1033,Königsheideweg Ecke Sterndamm,strassenbahn,{'17'},"52.4467799,13.5066707",Q66236157,"52.4467799,13.5066707",,
1034,Königshorster Strasse,bus,{'22'},"52.59642722748661, 13.35093751009271",,,,
1035,Königshorster Strasse ; Eichhorster Weg,bus,{'62'},"52.59644984606247, 13.350933220727212 ; 52.596254706240956, 13.347598797418339",,,,
1036,Königstrasse,bus,"{'66', '18', '6'}","52.41987226002477, 13.175332944592043",,,"['6', '3']+ {'66'}+ {'6', '18'}",
1037,Königsweg/Bäkestrasse,bus,{'18'},"52.39761066637247, 13.14365449552434",,,,
1038,Köpenick,s-bahn,{'105'},"52.4586,13.5808",Q800479,,['KBS 105']+ {'105'}+ {'105'},
1039,"Köpenick, Krankenhaus",strassenbahn,"{'21', '16', '19', '26'}","52.4388396,13.5920763",Q66091900,"52.4388396,13.5920763",,
1040,Köpenicker Strasse,bus,"{'28'} ; {'57'} ; {'58', '41'}","52.505769644149474, 13.431994127790261 ; 52.42382702942483, 13.514468139477932 ; 52.417708186993224, 13.495723764307362",,,,
1041,Körtingstrasse,bus,"{'76', '7', '79', '78', '77'}","52.43435461971694, 13.389910428550607",,,"['79', '76E', '7']+ {'76', '77', '79', '78', '76E', '7'}+ {'7', '76', '79', '78', '77'}",
1042,Köttgenstrasse,bus,{'23'},"52.54400120456183, 13.261090399073325",,,,
1043,Kühnemannstrasse,bus,{'61'},"52.56754367117252, 13.384454851230698",,,['61']+ {'61'}+ {'61'},
1044,Kürfürstendamm,u-bahn,{'9'},"52.504166666667,13.332777777778",Q663933,,"{'9', '3'}+ {'9'}",
1045,Kürfürstenstrasse,u-bahn,{'1'},"52.5,13.361944444444",Q690203,,{'1'}+ {'1'},
1047,Laehrstrasse,bus,{'10'},"52.419440467435756, 13.264780975779336",,,,
1048,Lagerweg,bus,{'13'},"52.53825780567546, 13.231403891710782",,,{'55'},
1049,Lakenfelder Weg,bus,{'57'},"52.40828167387317, 13.482136314799867",,,,
1050,Landecker Strasse,bus,{'50'},"52.48429939508389, 13.29377529639171",,,{'50'}+ {'50'},
1051,Landgericht,bus,{'62'},"52.52708325416579, 13.297171132317839",,,"['62', '21']+ {'21', '62', '72'}+ {'21', '72', '62'}",
1052,Landgrafenstrasse,bus,{'69'},"52.503589100436095, 13.348048032852889",,,['9']+ {'9'}+ {'9'},
1053,Landhaussiedlung Rudow,bus,{'57'},"52.41815049288348, 13.50219366271371",,,,
1054,Landreiterweg,bus,{'91'},"52.421778244263876, 13.454085990954402",,,,
1055,Lange Enden,bus,{'12'},"52.59788544584239, 13.323456122333635",,,['12E'],
1056,Lange Strasse,bus,{'11'},"52.42401211759792, 13.333128302294092",,,{'11'},
1057,"Lankwitz, Kirche",bus,"{'84', '87', '32', '30', '81', '2'}","52.43629186979271, 13.345745387354132",,,,
1058,"Lankwitz, Rathaus",bus,{'30'},"52.43894290035034, 13.343741523191005",,,,
1059,Lankwitz/Kirche,bus,{'96'},"52.43629186979271, 13.345745387354132",,,['96']+ {'96'}+ {'96'},
1060,Lanzendorfer Weg,bus,{'37'},"52.44907147859029, 13.113978927735923",,,{'35E'},
1061,Lassenstrasse,bus,{'19'},"52.48697078089764, 13.272620367552054",,,,
1062,Laubenheimer Strasse,bus,"{'1', '16'}","52.46937804768616, 13.31485670170276",,,,
1063,Lauenburger Platz,bus,"{'81', '2'}","52.461985842386426, 13.33927388252173",,,"['2']+ {'2'}+ {'2', '81'}",
1064,Leberstrasse,bus,{'87'},"52.485987634358324, 13.361516424810787",,,,
1065,Ledebourstrasse,strassenbahn,{'83'},"52.4937607,13.6096169",Q66364546,,{'83'}+ {'83'},
1066,Leghornweg,bus,{'57'},"52.40635689560264, 13.483651726033338",,,,
1067,Lehniner Platz,bus,"{'19', '69', '29'}","52.499065552958605, 13.301876906899123",,,"['19', '29', '69']+ {'69', '29', '19'}+ {'69', '19'}",
1068,Lehnitz,s-bahn,{'140'},"52.7411,13.2635",Q4258498,,['KBS 140']+ {'140'}+ {'140'},
1069,Lehrter Stadtbahnhof,s-bahn,{'3'},"52.5253,13.3694",Q821299,,['KBS 156']+ {'156'},
1070,Lehrter Strasse,bus,{'90'},"52.53599832247221, 13.357457663763338",,,"{'72', '90', '70'}+ {'70', '72', '90'}",
1071,Leibnizstrasse,bus,{'54'},"52.51468600593847, 13.31517974406063",,,"['94']+ ['62', '54']+ {'66', '92'}+ {'54', '62'}+ {'92', '94'}+ {'62', '54'}",
1072,Leibnizstrasse/Kantstrasse,bus,{'94'},"52.50628064467018, 13.31390438888902",,,,
1073,Leinestrasse,u-bahn,{'8'},"52.472777777778,13.428333333333",Q668563,,['8']+ {'8'}+ {'8'},
1074,Leninallee,bus,"{'80'}","52.535421935396656, 13.51736507155631",,,,
1075,Leninallee,s-bahn,"{'141', '140', '143', '142'}","52.5295,13.4548",Q800507,,"['KBS 141', 'KBS 140', 'KBS 142', 'KBS 143']+ {'141', '140', '143', '142'}+ {'143', '141', '142', '140'}",
1076,Leninallee,strassenbahn,"{'16'} ; {'4', '3', '13'} ; {'29'} ; {'12', '10'}","52.535421935396656, 13.51736507155631 ; 52.525934, 13.446237 ; 52.532258, 13.476705 ; 52.5342654901113, 13.499735220510763",,,,
1077,Leninallee Ecke Dimitroffstrasse,strassenbahn,{'21'},"52.5259343,13.4462368",Q65553230,"52.5259343,13.4462368",,
1078,Leninallee Ecke Ho-Chi-Minh-Strasse,strassenbahn,{'20'},"52.532258,13.476705",Q65942700,"52.532258,13.476705",,
1079,Leninallee/Dimitroffstrasse,strassenbahn,"{'17', '102', '72'}","52.5259343,13.4462368",Q65553230,"52.5259343,13.4462368",,
1080,Leninallee/Otto-Buchwitz-Strasse,bus,{'116'},"52.54608105239421, 13.571509516396423",,,,
1081,Leninplatz,strassenbahn,"{'72', '63', '18', '11', '63E'}","52.5232658,13.4326457",Q65553105,"52.5232658,13.4326457",,
1082,Leo-Baeck-Strasse,bus,{'10'},"52.422106919056716, 13.263777834716997",,,,
1083,Leonorenstrasse,bus,"{'2', '32', '30'}","52.444381199385, 13.33882940089604",,,"['2', '32', '81', '17', '30']+ {'32', '2', '17', '81', '30'}+ {'81', '83', '17', '2', '32'}",
1084,Leonorenstrasse/Siemensstrasse,bus,"{'17', '87', '81'}","52.4443759672185, 13.338875786507991",,,,
1085,Leopoldplatz,u-bahn,"{'9', '6'}","52.5465,13.3591",Q1960809,,"['9', '6']+ {'9', '6'}+ {'6', '9'}",
1086,Lepsiusstrasse,bus,{'17'} ; {'33'},"52.45879595032237, 13.315571106732806 ; 52.46323665559671, 13.31960106662268",,,['33']+ {'68'}+ {'33'}+ {'68'}+ {'33'},
1087,Lerbacher Weg,bus,"{'2', '87'}","52.42568732075082, 13.347581715282365",,,,
1088,Lerchendamm,strassenbahn,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},"52.45435507325053, 13.737940651504298",,,,
1089,Lettberger Strasse,bus,"{'57', '58'}","52.41929207978454, 13.51057086821528",,,,
1090,Letterhausweg,bus,{'72'},"52.533846830742036, 13.282382973072956",,,"['55']+ {'55', '72'}+ {'55', '72'}",
1091,Leuthener Strasse,bus,{'87'},"52.48141127891969, 13.361412089090724",,,,
1092,Leuthinger Weg,bus,{'63'},"52.54180680726089, 13.163727103711182",,,{'63'},
1093,Lichtenberg,s-bahn,"{'100', '102', '101'}","52.5106,13.4964",Q634247,"52.5106,13.4964",,
1094,Lichtenrade,s-bahn,{'2'},"52.3876,13.3963",Q6543354,,['KBS 152']+ {'152'}+ {'2'},
1095,"Lichtenrade, Blohmstrasse",bus,{'76'},"52.388656469115304, 13.393486435698419",,,,
1096,"Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",bus,{'7'},"52.38867704828861, 13.394344156462488",,,{'7'},
1097,"Lichtenrade, Nahariyastrasse",bus,{'30'},"52.3908324173826, 13.420125143840925",,,,
1098,Lichtenrader Damm,bus,{'75'},"52.38745047310002, 13.40970936196574",,,"['30']+ ['52']+ {'82', '30'}+ {'52'}+ {'79'}",
1099,Lichtenrader Damm 254,bus,{'76'},"52.38975157463067, 13.407362104493288",,,,
1100,Lichterfelde Celsiusstrasse,bus,{'17'},"52.41098575666027, 13.313902903101019",,,['17']+ {'17'}+ {'17'},
1101,"Lichterfelde, Augustaplatz",bus,{'88'},"52.44282022035038, 13.307558371101395",,,['88']+ {'88'}+ {'88'},
1102,"Lichterfelde, Lindenstrasse",bus,"{'10', '68'}","52.41623916660494, 13.311817253621763",,,,
1103,"Lichterfelde, Oberhofer Platz",bus,{'3'},"52.424358447406796, 13.328503926715499",,,,
1104,Lichterfelde-Süd Holtheimer Weg,bus,{'85'},"52.41087205086604, 13.308542569395431",,,['85']+ {'85'}+ {'85'},
1105,"Lichterfelde-Süd, Holtheimer Weg",bus,{'96'},"52.4109330525349, 13.308474433426458",,,,
1106,Lichterfelde-West,s-bahn,{'1'},"52.4433,13.2947",Q111327103,"52.4433,13.2947",,
1107,Lichterfelder Ring,bus,"{'17'} ; {'87', '2', '79'}","52.41089303514818, 13.329811355012627 ; 52.41141202476505, 13.349849834454009",,,,
1108,Liebenowzeile,bus,{'33'},"52.44959401900869, 13.350314742873758",,,['33']+ {'33'}+ {'33'},
1110,Lienhardweg,strassenbahn,{'83E'},"52.4217052,13.5879004",Q66371879,"52.4217052,13.5879004",,
1111,Liepnitzstrasse,strassenbahn,"{'21', '82'}","52.48180025404855, 13.517046827563217",,,,
1112,Lietzenburger Strasse,bus,{'60'},"52.500036637804904, 13.324979685600955",,,{'60'}+ {'60'},
1113,Lindauer Allee,bus,"{'64', '62'} ; {'8', '61'} ; {'12'}","52.57552872845403, 13.33214695617834 ; 52.57335144647933, 13.359018499793299 ; 52.57375348181635, 13.351980657852208",,,,
1114,Lindenhof,bus,{'74'},"52.45993054002376, 13.361553900753751",,,['93']+ {'74'}+ {'93'}+ {'74'}+ {'93'},
1115,Lindenstrasse,bus,{'41'},"52.50713873269906, 13.398181403107595",,,"['27', '68']+ ['75', '29', '41']+ {'27', '68'}+ {'41', '29'}+ {'68', '27'}+ {'41', '75'}",
1116,Lindenstrasse/Oranienstrasse,bus,{'29'},"52.50708037677945, 13.398276089326057",,,,
1117,Lindenthaler Allee,bus,{'18'},"52.4309981351436, 13.229972774586468",,,['18']+ {'18'}+ {'18'},
1118,Lipaer Strasse,bus,{'68'},"52.448129065777, 13.310892455305288",,,,
1119,Lippstädter Strasse,bus,{'85'},"52.41368279038191, 13.301544977328982",,,,
1120,Lipschitzallee,bus,"{'52', '41'}","52.4277242476257, 13.468166434383097",,,"['41', '52']+ {'41', '52'}+ {'52', '41'}",
1121,Lipschitzallee,u-bahn,{'7'},"52.424722222222,13.462777777778",Q571467,,['7']+ {'7'}+ {'7'},
1122,Lise-Meitner-Strasse,bus,{'71'} ; {'89'},"52.52883468157558, 13.306566518800816 ; 52.533788153900915, 13.305702637431041",,,,
1123,Lockenhuhnweg,bus,{'57'},"52.40835025793381, 13.492393883386987",,,['57']+ {'57'}+ {'57'},
1124,Loebellstrasse,bus,{'50'},"52.425962063539195, 13.244805398800953",,,,
1125,Loerkesteig,bus,{'15'},"52.626368288169466, 13.300218790735268",,,,
1126,Loewenhardtdamm,bus,{'28'} ; {'4'},"52.47958012810922, 13.376897091407544 ; 52.48506705161216, 13.372193458671072",,,,
1127,Londoner Strasse,bus,{'64'},"52.5634055666841, 13.342886839321466",,,,
1128,Lortzingstrasse,bus,{'71'} ; {'64'},"52.54255063340018, 13.392666192690823 ; 52.54367520563558, 13.396831899527177",,,,
1129,Louise-Schroeder-Platz,bus,"{'89', '72'}","52.55713317342601, 13.365513694540711",,,"['89']+ {'89', '72'}+ {'72', '89'}",
1130,Louise-Schroeder-Siedlung,bus,"{'80', '97'}","52.53290899308701, 13.15236173756093",,,"['80']+ {'92'}+ {'80', '92'}",
1131,Louise-Schroeder-Strasse,bus,{'16'},"52.55706723112752, 13.365522146845672",,,,
1132,Ludwigsfelder Strasse,bus,"{'1', '50'}","52.41935287999409, 13.249151748486788",,,{'3'},
1133,Luisenplatz,bus,{'54'},"52.52005408723936, 13.2995133852506",,,"['87', '62', '54', '9', '21']+ {'54', '21', '62', '9', '87'}+ {'21', '62', '87', '9', '54'}",
1134,Luisenplatz/Eosanderstrasse,bus,{'62'},"52.52036246938135, 13.299403175895934",,,,
1135,Luisenplatz/Schloss,bus,{'9'},"52.51959433441597, 13.299613960112097",,,,
1136,Luisenplatz/Schloß,bus,{'62'},"52.51962581174486, 13.299559463767089",,,,
1137,Lupsteiner Weg,bus,{'1'},"52.4095449086803, 13.251612488077878",,,,
1138,Luxemburger Strasse,bus,{'16'},"52.54433229259514, 13.355328587813275",,,,
1139,Lynarstrasse,bus,"{'10', '29'} ; {'54'}","52.48959602594805, 13.284674762693605 ; 52.548472919437245, 13.200801874385181",,,,
1140,Lynarstrasse/Parkstrasse,bus,"{'31', '56', '97'}","52.54892230036179, 13.210233743954724",,,,
1141,Löhleinstrasse,bus,{'1'},"52.45325158896041, 13.28593461830267",,,,
1142,Löwendenkmal,bus,{'3'},"52.433138441225466, 13.163963110623754",,,,
1143,Löwensteinring,bus,{'52'},"52.42955989049725, 13.465045398285948",,,,
1144,"Lübars, Alt Lübars",bus,{'20'},"52.620371441500275, 13.355653350537116",,,,
