,stop_id,stop_name,type,location,in_lines,identifier,stop_description
733,1964733,Lindhorstweg,bus,"52.44148583643127, 13.50065005792854",A48,nan,nan
734,1964734,Loewenhardtdamm,bus,"52.48165790097863, 13.374453287679744",A28,nan,Loewenhardtdamm Ecke Badener Ring
735,1964735,Louise-Schroeder-Platz,bus,"52.55713317342601, 13.365513694540711",A16,nan,Louise-Schroeder-Platz
736,1964736,Ludwigkirchstrasse/Pariser Strasse,bus,"52.497535465268555, 13.324328066962357",A60,nan,Ludwigkirchstrasse/Pariser Strasse
737,1964737,Luise-Schröder-Platz,bus,"52.55757019957571, 13.365470778195588",A72,nan,nan
738,1964738,Luisenhain,strassenbahn,"52.4449613295304, 13.574123688947562",84,nan,nan
739,1964739,Luisenplatz,bus,"52.52005408723936, 13.2995133852506","A62,A87,A89,A21,AS1s",nan,Luisenplatz
740,1964740,Luisenplatz,strassenbahn,"52.51951940474329, 13.300024347605849","54,53,55",nan,Luisenplatz
741,1964741,Lupsteiner Weg,bus,"52.40950895120702, 13.251647735398342",A10,nan,Lupsteiner Weg Ecke Sachtlebenstrasse
742,1964742,Lutherstrasse,bus,"52.50104544166847, 13.34692193817342",A29,nan,Lutherstrasse Ecke Kleiststrasse
743,1964743,Luxemburgplatz,u-bahn,"52.528333333333,13.410277777778",A,Q658790,Rosa-Luxemburg-Platz station
744,1964744,Luzerner Strasse,bus,"52.42399460780493, 13.293333572320618",A53,nan,Luzerner Strasse
745,1964745,Lynastrasse,bus,"52.54898935768741, 13.210225795636823",AS1s,nan,Lynarstrasse Ecke Neuendorfer Strasse
746,1964746,Lynastrasse Ecke Neuendorfer Strasse,strassenbahn,"52.54898037206874, 13.210198880046686","54,53",nan,nan
747,1964747,"Lübars, Dorfaue",bus,"52.62095733281459, 13.358934481999336",A20,nan,"Lübars, Dorfaue"
748,1964748,Lübarser Strasse Ecke Eichhorster Weg,bus,"52.602799715487954, 13.335712353984228",A15,nan,nan
749,1964749,Lützowplatz,bus,"52.505029017314186, 13.351822867208506","A24,A69,A16",nan,Lützowplatz
750,1964750,Lützowstrasse,bus,"52.5030789103706, 13.36561126569968","A29,A48",nan,Lützowstrasse Ecke Potsdamer Strasse
751,1964751,Lützowstrasse,bus,"52.50531004879477, 13.35374234810531","A29,A48",nan,Lützowplatz
752,1964752,Lützowstrasse Ecke Potsdamer Strasse,bus,"52.50309850289834, 13.365697096281256","A83, A29","nan, nan","nan, nan"
753,1964753,Machandelweg,bus,"52.52483519555124, 13.24567177943413","A5,A31,A92",nan,Machandelweg
754,1964754,Machnower Strasse Ecke Berlepschstrasse,bus,"52.42978244172841, 13.257044671164005",A66,nan,nan
755,1964755,Magdalenenstr.,u-bahn,"52.5125,13.486388888889",E,Q473901,Magdalenenstraße
756,1964756,Magistratsweg,bus,"52.5331201414446, 13.158067208455051",A31,nan,Magistratsweg Ecke Brunsbütteler Damm
757,1964757,Magistratsweg Ecke Brunsbütteler Damm,bus,"52.53308685678349, 13.157955808881047",A80,nan,nan
758,1964758,Mahlsdorf,s-bahn,"52.5121,13.6106",KBS 101,Q800484,Mahlsdorf railway station
759,1964759,Mahlsdorf-Süd,strassenbahn,"52.4741663,13.5991443",83,Q66368466,Mahlsdorf-Süd
760,1964760,"Mahlsdorf-Süd, Hubertus",strassenbahn,"52.4741663,13.5991443","86,82",Q66368466,Mahlsdorf-Süd
761,1964761,"Malchow, Dorfstrasse",bus,"52.580462270708544, 13.482797576255583","AL,A46",nan,"Malchow, Dorfstrasse"
762,1964762,Malchower Weg,bus,"52.56152031238405, 13.500485897507804",A46,nan,Malchower Weg Ecke Falkenberger Chaussee
763,1964763,Malteserstrasse Ecke Belßstrasse,bus,"52.4291455079705, 13.35460406632292",A32,nan,nan
764,1964764,Malteserstrasse Ecke Paul-Schneider-Strasse,bus,"52.433325866040605, 13.353018739558587",A83,nan,nan
765,1964765,Manteuffelstrasse Ecke Köpenickerstrasse,bus,"52.50573744676629, 13.4319542570489",A28,nan,nan
766,1964766,Marburger Strasse,bus,"52.50371964602222, 13.337728344178407",A62,nan,Marburger Strasse Ecke Tauentzienstraße
767,1964767,Marchandstrasse,bus,"52.423049326436605, 13.357354547531147",A32,nan,Marchandstrasse Ecke Maltestrasse
768,1964768,Marchlewskistr.,u-bahn,"52.516794444444,13.444991666667",E,Q551768,Weberwiese
769,1964769,Mariannenplatz,bus,"52.50228674193422, 13.42408622658593",A28,nan,Mariannenplatz
770,1964770,Mariendorf,s-bahn,"52.4478,13.3609",KBS 100c,Q800497,Attilastraße station
771,1964771,"Mariendorf, Kaiserstrasse",bus,"52.44556793188914, 13.385783686033452",A33,nan,nan
772,1964772,Mariendorfer Damm,bus,"52.445604468950826, 13.385816551199863",A77,nan,Mariendorfer Damm Ecke Kaiserstrasse
773,1964773,Mariendorfer Damm,strassenbahn,"52.44016299080784, 13.387234623097394",15,nan,Mariendorfer Damm
774,1964774,Mariendorfer Damm Ecke Kaiserstrasse,bus,"52.44555363764078, 13.385783004808394",AS2s,nan,nan
775,1964775,Mariendorfer Damm Ecke Tauernallee,bus,"52.423368045285486, 13.396231280033533","A78, A76","nan, nan","nan, nan"
776,1964776,Mariendorfer Friedhof,strassenbahn,"52.44953069256824, 13.404755931664896",15,nan,Mariendorfer Friedhof
777,1964777,Mariendorfer Weg Ecke Hermannstrasse,bus,"52.464691587412624, 13.432890775281324",A91,nan,nan
778,1964778,Marienfelde,s-bahn,"52.4242,13.3747",KBS 100c,Q800485,Marienfelde station
779,1964779,"Marienfelde, Alt-Marienfelde",bus,"52.41271867214118, 13.366682434667776",A11,nan,nan
780,1964780,"Marienfelde, Stadtrandsiedlung",bus,"52.40262127667971, 13.353307994567768",A52,nan,nan
781,1964781,Marienfelder Allee,bus,"52.413790430379194, 13.362098895780415",A32,nan,Marienfelder Allee Ecke Maltestrasse
782,1964782,Marienfelder Strasse Ecke Lichtenrader Damm,bus,"52.392477747609426, 13.40668482049751",A76,nan,nan
783,1964783,Marienstrasse,bus,"52.42960010456386, 13.321303543636025",A11,nan,Marienstrasse Ecke Königsberger Strasse
784,1964784,Markgrafendamm,bus,"52.49919969372071, 13.465742293248686",82P,nan,Markgrafendamm
785,1964785,Markgrafenstrasse Ecke Mariendorfer Damm,bus,"52.45020768584939, 13.384908563565483",A77,nan,nan
786,1964786,Martin-Luther-Friedhof,bus,"52.598400543805816, 13.298350500981082",A20,nan,Martin-Luther-Friedhof
787,1964787,Martin-Luther-Strasse,bus,"52.48902651655725, 13.345005241127383",A74,nan,nan
788,1964788,Martin-Luther-Strasse Ecke Grunewaldstrasse,bus,"52.4891017368616, 13.34492200742072",A89,nan,nan
789,1964789,Martin-Luther-Strasse Ecke Hauptstrasse,bus,"52.47919734896908, 13.344958631803124",A84,nan,nan
790,1964790,Marx-Engels-Platz,bus,"52.51617617310524, 13.400937413635054","A9,A57",nan,Marx-Engels-Platz
791,1964791,Marx-Engels-Platz,s-bahn,"52.5226,13.4022","KBS 102,KBS 101,KBS 103,KBS 103a",Q689312,Berlin Hackescher Markt station
792,1964792,"Marzahn, Berliner Chaussee",bus,"52.54286481407268, 13.550124906736844",A43,nan,"Marzahn, Berliner Chaussee Ecke Rraoul-Wallenberg-Strasse"
793,1964793,Marzahner Chaussee,bus,"52.51324537165634, 13.524030584354616",O37,nan,nan
794,1964794,Mattenbuder Pfad Chaussee Ecke Hennigsdorfer Strasse,bus,"52.61697542594992, 13.22054523598869",A14,nan,nan
795,1964795,Mehringdamm,bus,"52.49293917608851, 13.38772030059097","A28,A89,A19",nan,Mehringdamm Ecke Gneisenaustrasse
796,1964796,Mehringdamm,u-bahn,"52.493888888889,13.388333333333","C I,C II",Q657905,Mehringdamm
797,1964797,Mehringplatz,bus,"52.49827538316731, 13.391909269891793",A89,nan,nan
798,1964798,Mehringplatz,strassenbahn,"52.4979249057416, 13.39108106831653","96,95",nan,Mehringplatz
799,1964799,Messedamm,bus,"52.50446814877144, 13.279412101845791","A4,A65",nan,Messedamm
800,1964800,Messedamm,strassenbahn,"52.50641938570246, 13.280392436943686","75,76",nan,Messedamm
801,1964801,Messedamm Ecke Halenseestrasse,bus,"52.50360101364283, 13.278982549046914",AS4,nan,nan
802,1964802,Mimosenweg,bus,"52.42675928719203, 13.506179808906213",A52,nan,Mimosenweg Ecke Kanalstrasse
803,1964803,Mittelstrasse,bus,"52.43475141442549, 13.249262104251452",A18,nan,Mittelstrasse Ecke Potsdamer Strasse
804,1964804,"Moabit, Waldstrasse Ecke Turmstrasse",bus,"52.52718533455642, 13.33055251486945",A1,nan,nan
805,1964805,Mohriner Alle Ecke Buckower Damm,bus,"52.444208883508416, 13.43357688575206",A91,nan,nan
806,1964806,Molkenmarkt,strassenbahn,"52.51679321421663, 13.409330619020574","74,72",nan,nan
807,1964807,Moltkebrücke,bus,"52.52163755334746, 13.369229265511832",A69,nan,nan
808,1964808,Moltkestrasse,bus,"52.440415619244135, 13.316289793677031",A85,nan,nan
809,1964809,Morgensternstrasse Ecke Wilhelmstrasse,bus,"52.42808959398118, 13.325491157001045","A11,A17",nan,nan
810,1964810,Moritzplatz,bus,"52.50387355112676, 13.409983330065609",A67,nan,Moritzplatz
811,1964811,Moritzplatz,u-bahn,"52.503611111111,13.410833333333",D,Q374225,Moritzplatz station
812,1964812,Motzstrasse,bus,"52.49717707606062, 13.346075923573181",A73,nan,nan
813,1964813,Munsterdamm Ecke Bergstrasse,bus,"52.45910800993387, 13.34873117331109",A68,nan,nan
814,1964814,Munsterdamm Ecke Steglitzer Damm,bus,"52.45003044948948, 13.346702868396282",A75,nan,nan
815,1964815,Märkisches Museum,u-bahn,"52.511944444444,13.408888888889",A,Q657871,Märkisches Museum station
816,1964816,Möckernbrücke,u-bahn,"52.499166666667,13.382777777778",A II,Q704716,Möckernbrücke U-Bahn station
817,1964817,Mönchmühle,bus,"52.649534549018824, 13.39049276310142",AS,nan,nan
818,1964818,Müggelheim,bus,"52.41018331064196, 13.665897531850348",A27,nan,nan
819,1964819,Müggelseeperle,bus,"52.42170168937569, 13.640893083169368",A27,nan,nan
820,1964820,"Mühlenbeck, Schule",bus,"52.66607200916656, 13.378073405448493",AS,nan,nan
821,1964821,Mühlenstrasse,bus,"52.59350028783369, 13.248862690560857",A20,nan,Mühlenweg Ecke Konradshöherstrasse
822,1964822,Müllerstrasse Ecke Londoner Strasse,bus,"52.558728745980446, 13.337401509837331",A64,nan,nan
823,1964823,Nauener Platz,bus,"52.551552618214714, 13.36737072883247",A72,nan,nan
824,1964824,Nauener Strasse,bus,"52.5340443007014, 13.18167584141312",A31,nan,Nauener Strasse & Brunsbütteler Damm
825,1964825,Nauener Strasse Ecke Brunsbütteler Damm,bus,"52.53407399830358, 13.18166330888111",A80,nan,nan
826,1964826,Nazarethkirchstrasse Ecke Turinerstrasse,bus,"52.548556996154616, 13.360544295390628",A79,nan,nan
827,1964827,Nennhauser Damm Ecke Brunsbütteler Damm,bus,"52.5324795309336, 13.141571708880917",A80,nan,nan
828,1964828,Nervenklinik,bus,"52.565056141358994, 13.155593063492667",A5,nan,nan
829,1964829,Nettelbeckplatz,bus,"52.54464511696315, 13.370154535054418","A99,A83",nan,nan
830,1964830,Neu-Lindenberg,bus,"52.600885625411856, 13.554794085696633",AL,nan,Neu-Lindenberg
831,1964831,Neue-Kant-Strasse Ecke Messedamm,bus,"52.50637988763419, 13.280358074055771",A88,nan,nan
832,1964832,Neuenhagen (b Bln),s-bahn,"52.5208,13.7003",KBS 101,Q7001614,Neuenhagen station
833,1964833,Neukölln,s-bahn,"52.469166666667,13.441666666667","KBS 100,KBS 100k",Q111325412,S-Bahnhof Berlin Neukölln
834,1964834,Neukölln (Südring),u-bahn,"52.469444,13.442222",C I,Q21272767,Neukölln (Südring) metro station
835,1964835,Neuköllnische Allee,bus,"52.468152065072715, 13.460620591028498",A67,nan,Neuköllnische Allee Ecke Grenzallee
836,1964836,"Niederschönhausen, Schillerstrasse",strassenbahn,"52.5923051,13.41088",46,Q65032581,nan
837,1964837,Nikolassee,s-bahn,"52.4317,13.1933","KBS 100h,KBS 100e",Q637052,Berlin-Nikolassee station
838,1964838,Nikolskoer Weg,bus,"52.41405938531216, 13.109270752484141",A6,nan,Nikolskoer Weg Ecke Königstrasse
839,1964839,Nollendorfplatz,bus,"52.49968843634292, 13.353086438468269","A16,A19",nan,Nollendorfplatz
