,stop_id,stop_description,type,in_lines,identifier,location,stop_name
226,1960227,Buschkrug,strassenbahn,"6,47",,"52.452470895695484, 13.450748195174354",Buschkrug
227,1960228,Bülowstraße metro station,u-bahn,"A I,A II",Q374881,"52.497552777778,13.363419444444",Bülowstr.
228,1960229,Bütower Straße,strassenbahn,83,Q66364552,"52.4861026,13.6039833",Bütower Strasse
229,1960230,Canovastrasse Ecke Thorwaldsenstrasse,bus,AS2,,"52.46306323889937, 13.342852729949465",Canovastrasse
230,1960231,Canovastrasse (Krankenhaus),strassenbahn,66,,"52.4631967931949, 13.344688692199414",Canovastrasse (Krankenhaus)
231,1960232,Carl-Schurz-Strasse,strassenbahn,"53,54",,"52.53759585854496, 13.203799788543511",Carl-Schurz-Strasse
232,1960233,Cauerstrasse Ecke Otto-Suhr-Allee,bus,AS1,,"52.51470519737728, 13.315222708879112",Cauerstrasse
233,1960234,Cauerstrasse,strassenbahn,55,,"52.514690629578695, 13.315200881022642",Cauerstrasse
234,1960235,Ceciliengärten,strassenbahn,66,,"52.47524662783869, 13.343026357607668",Cecilieng rten
235,1960236,S-Bahnhof Berlin Charlottenburg,s-bahn,"KBS 103,KBS 102,KBS 101",Q111326217,"52.504722222222,13.303333333333",Charlottenburg
236,1960237,Chausseehaus,bus,A27,,"52.430090871325774, 13.614694292071622",Chausseehaus
237,1960238,Chausseestrasse Ecke Invalidenstrasse,bus,A9,,"52.53058679882093, 13.38309848189674",Chausseestrasse Ecke Invalidenstrasse
238,1960239,Chemische Fabrik,strassenbahn,86,,"52.42696432509712, 13.573540465650169",Chemische Fabrik
239,1960240,Chemnitzer Ecke Ulmenstrasse,bus,A8,,"52.48730504728054, 13.5749460378103",Chemnitzer Ecke Ulmenstrasse
240,1960241,Chemnitzer Strasse Ecke Alt-Kaulsdorf,bus,A27,,"52.5051288553116, 13.581585054064426",Chemnitzer Strasse
241,1960242,Am Kupfergraben,strassenbahn,46,Q65055027,"52.5194208,13.3953839",Clara-Zetkin-Strasse
242,1960243,Clayallee Ecke Königin-Luise-Strasse,bus,"A68,A1",,"52.46042333572993, 13.274946148765821",Clayallee
243,1960244,Clayallee/Teltower Damm,bus,AS3,,"52.4350547405869, 13.260361762838802",Clayallee/Teltower Damm
244,1960245,Colomierstrasse Ecke Am Großen Wannsee,bus,A51,,"52.42928675585897, 13.164090298875724",Colomierstrasse
245,1960246,Columbiadamm Ecke Friesenstrasse,bus,A24,,"52.48398171737193, 13.394418749054523",Columbiadamm
246,1960247,Corrensplatz,bus,A11,,"52.446014012041694, 13.284264679815902",Corrensplatz
247,1960248,Cunostrasse Ecke Hohenzollerndamm,bus,A50,,"52.485632143913, 13.296298367587678",Cunostrasse
248,1960249,Cyclopstrasse & Hermsdorfer Strasse,bus,"A12,A12S",,"52.60208376924525, 13.32483857919441",Cyclopstrasse
249,1960250,Dönhoffplatz,strassenbahn,64,,"52.509950568117645, 13.398144081918815",D nhoffplatz
250,1960251,Dacchdeckerweg,strassenbahn,27,,"52.43211564894163, 13.435148695160876",Dacchdeckerweg
251,1960252,Dahlem-Dorf,u-bahn,"B II,A II",Q668585,"52.456944444444,13.289444444444",Dahlem-Dorf
252,1960253,Dahlemer Weg Ecke Berliner Strasse,bus,"A10,A48,A53",,"52.44179805042347, 13.282699371472702",Dahlemer Weg
253,1960254,Dahlewitz railway station,s-bahn,KBS 105,Q5208886,"52.326389,13.419722",Dahlewitz
254,1960255,Daimlerstrasse,strassenbahn,15,,"52.423949959899865, 13.380145054879522",Daimlerstrasse
255,1960256,Daimlerstrasse Ecke Birnhornweg,strassenbahn,98,,"52.42214076766627, 13.384616153471871",Daimlerstrasse Ecke Birnhornweg
256,1960257,Dammweg Ecke Sonnenallee,bus,A67,,"52.47029082500845, 13.464688258814357",Dammweg
257,1960258,Dammweg,strassenbahn,15,,"52.47070358256429, 13.46392233215299",Dammweg
258,1960259,Dankmarsteig Ecke Schönefelder Chaussee,bus,A23,,"52.412460454887416, 13.528705230313825",Dankmarsteig
259,1960260,Daumstrasse,bus,A13,,"52.540609965802126, 13.232264733228831",Daumstrasse
260,1960261,Degnerstrasse,strassenbahn,"64,63",,"52.54488036635163, 13.493949954029993",Degnerstrasse
261,1960262,Detmolder Strasse Ecke Blissestrasse,bus,A1,,"52.478864734081434, 13.320330304177688",Detmolder Strasse
262,1960263,Deutsche Oper,u-bahn,"A III,A I,B I",Q869501,"52.511944444444,13.310555555556",Deutsches Opernhaus (Bismarckstr.)
263,1960264,"Diepensee, Flughafen",bus,AD/36,,"52.362110314401846, 13.548585893916993","Diepensee, Flughafen"
264,1960265,Eberswalder Straße metro station,u-bahn,"A I,A II",Q571382,"52.541666666667,13.412222222222",Dimitroffstr.
265,1960266,Dimitroffstrasse Ecke Landsberger Allee,bus,O41,,"52.52644944679887, 13.447574773361476",Dimitroffstrasse
266,1960267,Dingelstädter Strasse Ecke Landsberger Allee,bus,O41,,"52.53587676296107, 13.522058626010088",Dingelstädter Strasse
267,1960268,Dominicusstrasse Ecke Hauptstrasse,bus,"A48,A4",,"52.481845594274056, 13.348295976204904",Dominicusstrasse
268,1960269,Dominicusstrasse Ecke Hauptstrasse,strassenbahn,"74,73,88",,"52.48182811502358, 13.348369024265194",Dominicusstrasse
269,1960270,Dominikus-Krankenhaus,bus,A15,,"52.626196524368744, 13.294495665499268",Dominikus-Krankenhaus
270,1960271,Donnersmarckplatz,bus,"A15,A12",,"52.62982465046043, 13.28047497184123",Donnersmarckplatz
271,1960272,Drakestrasse Ecke Unter den Eichen,bus,A48,,"52.445733691746746, 13.293722374035292",Drakestrasse
272,1960273,Dreilinden station,s-bahn,KBS 104b,Q96473908,"52.40334210617422, 13.175963626814108",Dreilinden
273,1960274,Dudenstrasse Ecke Katzbachstrasse,bus,A28,,"52.485078406979376, 13.376567552300232",Dudenstrasse
274,1960275,Dyotzer Strasse Ecke Seegefelder Strasse,bus,A63,,"52.541513574478394, 13.168806761501132",Dyotzer Strasse
275,1960276,Berlin-Düppel railway station,s-bahn,KBS 104a,Q44763529,"52.421388888889,13.226666666667",Düppel-Kleinmachnow
276,1960277,Ebertystrasse Ecke Leninallee,bus,O30,,"52.52722237261361, 13.450799684654514",Ebertystrasse Ecke Leninallee
277,1960278,Cecilienstrasse Ecke Oberfeldstrasse,bus,O37,,"52.52969034405679, 13.558001583982886",Cecilienstrasse Ecke Oberfeldstrasse
278,1960279,Efeuweg Ecke Neuköllner Strasse,bus,A52,,"52.42961975739112, 13.47788675809725",Efeuweg
279,1960280,Egelpfuhlstrasse Ecke Brunsbüttler Damm,bus,A31,,"52.53353984351533, 13.169416926784528",Egelpfuhlstrasse
280,1960281,Ehrenmal,bus,"A45,A55",,"52.57958419912971, 13.375974716701414",Ehrenmal
281,1960282,Eichborndamm station,s-bahn,KBS 105,Q800500,"52.5776,13.3169",Eichbornstr.
282,1960283,Eichbuschallee Ecke Neue Krugallee,bus,A47,,"52.47574296676633, 13.487312571777435",Eichbuschallee
283,1960284,Eichbuschplatz,bus,A38,,"52.39366126137233, 13.582046308470128",Eichbuschplatz
284,1960285,Eichenallee Ecke Eichenallee,bus,A8,,"52.48983793631007, 13.56063262126986",Eichenallee
285,1960286,Berlin Messe Süd railway station,s-bahn,"KBS 103,KBS 101",Q800504,"52.4987,13.2702",Eichkamp
286,1960287,Eichwalde station,s-bahn,KBS 103,Q19274479,"52.3715,13.6152",Eichwalde
287,1960288,"Eichwalde, Uhlandstrasse",bus (Umlandlinie),Schmöckwitz<>Eichwalde (VEB Kraftverkehr Schöneiche-Rüdersdorf),,"52.372634587228696, 13.62680242919348","Eichwalde, Uhlandstrasse"
288,1960289,EinemStrasse Ecke Nollendorfplatz,bus,A16,,"52.500023072644105, 13.35409116646997",EinemStrasse
289,1960290,Eisenacher Strasse Ecke Hauptstrasse,strassenbahn,88,,"52.48461646895383, 13.353102387518025",Eisenacher Strasse
290,1960291,Elisabethstrasse Ecke Oberfeldstrasse,bus,O37,,"52.53409533705918, 13.55949915809485",Elisabethstrasse
291,1960292,Elisabethstrasse,strassenbahn,"82,22",Q65364041,"52.51764985236767, 13.418046139104245",Elisabethstrasse
292,1960293,Elsässer Strasse Ecke Karl-Liebknecht-Strasse,bus,A7,,"52.63337294510061, 13.345103420124245",Els sser Strasse
293,1960294,Elsenstrasse,strassenbahn,"87,6",,"52.48680919847142, 13.451162530161762",Elsenstrasse
294,1960295,Elsterplatz,bus,"A10,A50",,"52.47977982878401, 13.285507613099716",Elsterplatz
295,1960296,Emser Platz,bus,A50,,"52.492072890007414, 13.319251387534207",Emser Platz
296,1960297,Endestrasse Ecke Königstrasse,bus,A6,,"52.41965961978957, 13.160396994674473",Endestrasse
297,1960298,Englerallee,bus,A16,,"52.46177802552459, 13.304473295414123",Englerallee
298,1960299,Erdener Strasse Ecke Königsallee,bus,A19,,"52.490558314289494, 13.276360031005654",Erdener Strasse
299,1960300,Erkner railway station,s-bahn,KBS 102,Q14434071,"52.4296,13.7513",Erkner
300,1960301,Erkstrasse Ecke Sonnenallee,bus,A67,,"52.48167227551806, 13.440052048368255",Erkstrasse
301,1960302,Erkstrasse Ecke Sonnenallee,strassenbahn,95,,"52.481692182123005, 13.440150074145068",Erkstrasse
302,1960303,Ernst-Reuter-Platz metro station,u-bahn,"A I,B I",Q658361,"52.511944444444,13.322222222222",Ernst-Reuter-Platz
303,1960304,Exerzierstrasse Ecke Badstrasse,bus,A61,,"52.553756646174705, 13.37716619556309",Exerzierstrasse
304,1960305,Eythstrasse,strassenbahn,60,,"52.45988973432991, 13.36224461313015",Eythstrasse
305,1960306,Fahlenbergstrasse Ecke Fürstenwalder Allee,bus,A22,,"52.431470149043314, 13.718708856639706",Fahlenbergstrasse Ecke Fürstenwalder Allee
306,1960307,"Falkenberg, Schule",bus,A46,,"52.56880573894071, 13.549528314980424","Falkenberg, Schule"
307,1960308,Falkenberger Chaussee Ecke Falkenberger Chaussee,bus,A39,,"52.565816857333125, 13.511913714753",Falkenberger Chaussee
308,1960309,Falkenberger Strasse Ecke Hansastrasse,bus,A46,,"52.55648662489534, 13.486621227706236",Falkenberger Strasse
309,1960310,Falkenbergerstrasse Ecke Wartenberger Strasse,strassenbahn,63,,"52.55036672097044, 13.509915032138812",Falkenbergerstrasse Ecke Wartenberger Strasse
310,1960311,Falkenplatz,bus,A20,,"52.58490937545724, 13.227619925618022",Falkenplatz
311,1960312,Falkensee railway station,s-bahn,KBS 103,Q5431918,"52.559722,13.088889",Falkensee
312,1960313,Falkenseer Chaussee Ecke Zeppelinstrasse,bus,"A5,A63",,"52.54750354783305, 13.184668062763297",Falkenseer Chaussee
313,1960314,Fehrbelliner Platz,bus,A50,,"52.49040638965375, 13.314204217177087",Fehrbelliner Platz
314,1960315,Fehrbelliner Platz,strassenbahn,"3,44,60",,"52.49032472677901, 13.314317300484289",Fehrbelliner Platz
315,1960316,U-Fehrbelliner Platz,u-bahn,"B II,A II",Q663245,"52.490277777778,13.314444444444",Fehrbelliner Platz
316,1960317,Feldtmannstrasse Ecke Berliner Allee,bus,A46,,"52.56401588379611, 13.46980857664685",Feldtmannstrasse
317,1960318,Berlin Feuerbachstraße station,s-bahn,KBS 104,Q800501,"52.463611111111,13.332777777778",Feuerbachstr.
318,1960319,"Fichtenau, Stadtgrenze",bus,A22,,"52.45479242349705, 13.701499962608066","Fichtenau, Stadtgrenze"
319,1960320,Fichtestrasse Ecke Schopenhauerstrasse,bus,A8,,"52.47979924975105, 13.617292306977053",Fichtestrasse Ecke Schopenhauerstrasse
320,1960321,Finckensteinallee,strassenbahn,74,,"52.43264816323959, 13.294626828766564",Finckensteinallee
321,1960322,Finowstrasse Ecke Sonnenallee,bus,A4,,"52.48111599303971, 13.441447712348797",Finowstrasse
322,1960323,Flinsberger Platz,bus,A50,,"52.483689942018465, 13.29268111645926",Flinsberger Platz
323,1960324,Flughafen,bus,"A24,A19",,"52.470965141866394, 13.385641462324475",Flughafen
324,1960325,Platz der Luftbrücke,u-bahn,C II,Q557582,"52.485556, 13.385833",Flughafen
325,1960326,Flughafen Tempelhof,bus,A65,,"52.48504444099743, 13.386014416287884",Flughafen Tempelhof
326,1960327,Flughafen Tempelhof,strassenbahn,99,,"52.470951203664136, 13.385647245869663",Flughafen Tempelhof
327,1960328,Forckenbeckstrasse Ecke Hohenzollerndamm,bus,A50,,"52.482221394934605, 13.290044081376928",Forckenbeckstrasse
328,1960329,U Frankfurter Tor,strassenbahn,"13,4",Q65706246,"52.5153903,13.4540172",Frankfurter Tor/Stalinallee
329,1960330,Franz-Körner-Strasse,strassenbahn,27,,"52.4558955570012, 13.437258108736897",Franz-K rner-Strasse
330,1960331,Französische Straße metro station,u-bahn,"C II,C I",Q571479,"52.514722222222,13.389166666667",Französische Str.
331,1960332,Frauenklinik,strassenbahn,15,,"52.463949908172545, 13.427509548910932",Frauenklinik
332,1960333,Fredersdorf station,s-bahn,KBS 101,Q15197387,"52.5265,13.7625",Fredersdorf (b Bln)
333,1960334,Freie Scholle,bus,A20,,"52.599851537868666, 13.301736158422598",Freie Scholle
334,1960335,Berlin-Friedenau station,s-bahn,KBS 104,Q800471,"52.47,13.341",Friedenau
335,1960336,Friedenstrasse Ecke Königstrasse,bus,A6,,"52.417223782342035, 13.138950169993388",Friedenstrasse
336,1960337,Friedhof Rudow,bus,A52,,"52.42113122136662, 13.503199151482875",Friedhof Rudow
337,1960338,Friedhof Ruhleben,bus,"A5,A31",,"52.527735865422024, 13.231788317801291",Friedhof Ruhleben
338,1960339,Friedrich-Junge-Strasse Ecke Alt-Stralau,bus,A82P,,"52.49382897072681, 13.471572865851856",Friedrich-Junge-Strasse
339,1960340,Friedrich-Karl-Strasse Ecke Tempelhofer Damm,strassenbahn,"99,96,98",,"52.455797262882406, 13.383934284553103",Friedrich-Karl-Strasse
340,1960341,Friedrich-Wilhelm-Platz,bus,A2,,"52.47128806242274, 13.328362126543809",Friedrich-Wilhelm-Platz
341,1960342,Friedrich-Wilhelm-Platz,strassenbahn,"78,77",,"52.47132415928576, 13.328417218543715",Friedrich-Wilhelm-Platz
342,1960343,Friedrich-Wilhelm-Platz,bus,A17,,"52.471408713269064, 13.327952650518178",Friedriche-Wilhelm-Platz
343,1960344,Friedrichsfelde,u-bahn,E,Q429781,"52.506111111111,13.512777777778",Friedrichsfelde (Tierpark)
344,1960345,Berlin-Friedrichsfelde Ost station,s-bahn,KBS 101,Q800473,"52.5141,13.5198",Friedrichsfelde Ost
345,1960346,Berlin-Friedrichshagen station,s-bahn,KBS 102,Q800474,"52.4574,13.6233",Friedrichshagen
346,1960347,Wasserwerk Friedrichshagen,strassenbahn,84,Q66362601,"52.4560563,13.6419956","Friedrichshagen, Wasserwerk"
347,1960348,S-Bahnhof Friedrichstraße,s-bahn,"KBS 102,KBS 103,KBS 101,KBS 105,KBS 106,KBS 104",Q111219456,"52.52027777777778,13.386944444444444",Friedrichstr.
348,1960349,Friedrichstrasse Ecke Attilastrasse,strassenbahn,96,,"52.444196064485105, 13.354240299954318",Friedrichstrasse
349,1960350,Friesenstrasse Ecke Columbiadamm,bus,A4,,"52.483950604682775, 13.394359749805426",Friesenstrasse
350,1960351,Fritz-Reuter Strasse,strassenbahn,96,,"52.4069257249783, 13.285208270921327",Fritz-Reuter Strasse
351,1960352,Berlin-Frohnau station,s-bahn,KBS 104,Q800472,"52.6325,13.2902",Frohnau
352,1960353,Fuldastrasse Ecke Sonnenallee,bus,A67,,"52.483802510465225, 13.435884392882318",Fuldastrasse
353,1960354,Fürstenbrunner Weg Ecke Spandauer Damm,bus,AS1,,"52.518378845111386, 13.280184750778325",Fürstenbrunner Weg
354,1960355,Fürstenwalder Damm/Müggelseedamm,strassenbahn,84,Q66361484,"52.4498638,13.661534",Fürstenwalder Damm
355,1960356,Güntzelstrasse Ecke Uhlandstrasse,bus,A60,,"52.49154575346882, 13.323206588873013",G ntzelstrasse
356,1960357,Güteraussenring,bus,A42,,"52.599887239389226, 13.469297130431492",G terau enring
357,1960358,Güterbahnhof Springpfuhl,bus,A43,,"52.52561231977731, 13.533687321893124",G terbahnhof Springpfuhl
358,1960359,Gabelung,bus,A13,,"52.59988612656876, 13.25204128545515",Gabelung
359,1960360,Gartenfeld,s-bahn,"KBS 100d,KBS 100c",Q96080469,"52.54695,13.24882",Gartenfeld
360,1960361,Gartenplatz,bus,A64,,"52.53887149101001, 13.383411331672582",Gartenplatz
361,1960362,"Gartenplatz, Feldstrasse",bus,A61,,"52.538565896675905, 13.384005277447793","Gartenplatz, Feldstrasse"
362,1960363,Gartenstadtweg,bus,AD/36,,"52.412313913821045, 13.56660267841369",Gartenstadtweg
363,1960364,"Gatow, Kirche",bus,"A34,A35",,"52.48684680676539, 13.18215147844503","Gatow, Kirche"
364,1960365,Gatower Strasse Ecke Alt-Gatow,bus,A35,,"52.489436255649245, 13.180387588417426",Gatower Strasse
365,1960366,Gehsener Strasse Ecke Mahlsdorfer Strasse,bus,A27,,"52.46321577871702, 13.58365868698432",Gehsener Strasse
366,1960367,Gerichtstrasse Ecke Brücke,bus,A64,,"52.543829769356805, 13.373374125859685",Gerichstrasse
367,1960368,Germaniapromenade,strassenbahn,27,,"52.460893594298135, 13.435054421301176",Germaniapromenade
368,1960369,Germaniastrasse,strassenbahn,"26,15",,"52.46053782557012, 13.418009045149528",Germaniastrasse
369,1960370,Germersheimer Platz,bus,A35,,"52.54433253766927, 13.187336363919895",Germersheimer Platz
370,1960371,Gerosteig Ecke Schönefelder Chaussee,bus,A23,,"52.40977095398672, 13.52694351354655",Gerosteig
371,1960372,S-Bahnhof Berlin-Gesundbrunnen,s-bahn,"KBS 100c,KBS 103a,KBS 105,KBS 100,KBS 106,KBS 104",Q111239092,"52.548611111111,13.389444444444",Gesundbrunnen
372,1960373,U-Bahnhof Gesundbrunnen,u-bahn,D,Q3761416,"52.548611,13.389444",Gesundbrunnen
373,1960374,Petershagen Nord railway station,s-bahn,KBS 101,Q7178217,"52.5291,13.791",Giebelsee
374,1960375,Gleisdreieck,u-bahn,"B II,A I,B I,A II",Q678372,"52.49952,13.37409",Gleisdreieck
375,1960376,Glesendorfer Strasse Ecke Ostpreußendamm,strassenbahn,96,,"52.42400540933915, 13.314406661268139",Glesendorfer Strasse
376,1960377,"Glienicke, Breitscheidstrasse",bus,AN,,"52.63978443958746, 13.317697237812467","Glienicke, Breitscheidstrasse"
377,1960378,"Glienicke, Kirche",bus,"A7,AN",,"52.63062737184449, 13.312861916755343","Glienicke, Kirche"
378,1960379,Glienicker Brücke,bus,A6,,"52.413474089031965, 13.091235881924467",Glienicker Brücke
379,1960380,Glogauer Strasse,strassenbahn,26,,"52.493437003779434, 13.43739124697587",Glogauer Strasse
380,1960381,Gneisenaustraße,u-bahn,C I,Q668618,"52.491388888889,13.395555555556",Gneisenaustr.
381,1960382,Gneisenaustrasse Ecke Zossener Strasse,bus,A24,,"52.491573255885584, 13.394331623371611",Gneisenaustrasse
382,1960383,Gneisenaustrasse Ecke Mehringdamm,strassenbahn,95,,"52.49294825885205, 13.387719074166872",Gneisenaustrasse
383,1960384,Goebelplatz,bus,A65,,"52.53812718171093, 13.27991414794248",Goebelplatz
384,1960385,Goeben-/Pallasstrasse,bus,A48,,"52.49428616497335, 13.361054367554111",Goeben-/Pallasstrasse
385,1960386,Goerzallee,strassenbahn,"78,77",,"52.421943941201924, 13.298506647186814",Goerzallee
386,1960387,Goltzstrasse Ecke Bahnhofstrasse,bus,AS2,,"52.38667572084441, 13.407934498494095",Goltzstrasse
387,1960388,GorkiStrasse Ecke Ziekowstrasse,bus,A15,,"52.59058892416102, 13.292054679927265",GorkiStrasse
388,1960389,Gotenstrasse,strassenbahn,25,,"52.4801279061896, 13.360274671318749",Gotenstrasse
389,1960390,Gottlieb-Dunkel-Strasse Ecke Tempelhofer Weg,bus,A25,,"52.46047500564911, 13.417979057824004",Gottlieb-Dunkel-Strasse
390,1960391,Gottlieb-Dunkel-Strasse,strassenbahn,6,,"52.46039602352925, 13.418101877605094",Gottlieb-Dunkel-Strasse
391,1960392,Gotzkowskybrücke,strassenbahn,2,,"52.5225088623222, 13.329076513372739",GotzkowskyBrücke
392,1960393,GotzkowskyStrasse Ecke Turmstrasse,bus,A24,,"52.52718356053599, 13.330470683683586",GotzkowskyStrasse
393,1960394,Gotzkowskybrücke Ecke Alt-Moabit,bus,A25,,"52.52381238362036, 13.329729120795239",Gotzkowskybrücke
394,1960395,Gotzkowskystrasse,strassenbahn,"25,44",,"52.52567490695968, 13.330198327307098",Gotzkowskystrasse
395,1960396,Gradestrasse,strassenbahn,27,,"52.45261828426318, 13.438552708749976",Gradestrasse
396,1960397,"Grazer Damm, OverbeckStrasse",bus,A68,,"52.46099592860633, 13.348436775587016","Grazer Damm, OverbeckStrasse"
397,1960398,Grazer Platz,bus,A25,,"52.467636991817486, 13.347565807885369",Grazer Platz
398,1960399,Berlin Greifswalder Straße station,s-bahn,"KBS 100,KBS 103a,KBS 100b,KBS 100c",Q439246,"52.539722222222,13.439444444444",Greifswalder Str.
399,1960400,Greifswalder Strasse Ecke Hönower Strasse,bus,"A44E,A44",,"52.53002871375482, 13.62681794411932",Greifswalder Strasse
400,1960401,Greifswalder Straße/Danziger Straße,strassenbahn,"13,4",Q65548960,"52.5364975,13.4334045",Greifswalder Strasse
401,1960402,Greifswalderstrasse Ecke Dimitroffstrasse,bus,O30,,"52.5362177572407, 13.433017500945247",Greifswalderstrasse Ecke Dimitroffstrasse
402,1960403,Grenadierstrasse Ecke Grunewaldstrasse,bus,"A5,A31",,"52.530981925368565, 13.205371761701368",Grenadierstrasse
403,1960404,Grenzallee,u-bahn,C I,Q571836,"52.463333333333,13.443888888889",Grenzallee
404,1960405,Grenzstrasse Ecke Gerichtstrasse,bus,A64,,"52.541822798579034, 13.378147647725354",Grenzstrasse
405,1960406,Potsdam Griebnitzsee railway station,s-bahn,KBS 102,Q315133,"52.3944,13.1272",Griebnitzsee
406,1960407,GritznerStrasse Ecke Schildhornstrasse,bus,A32,,"52.464372021076116, 13.31646473581109",GritznerStrasse
407,1960408,Groß Ziethen,bus,AZ,,"52.41404104155547, 13.438879163306126",Groß Ziethen
408,1960409,Große Seestrasse Ecke Klement-Gottwald-Allee,bus,A55,,"52.556978565191024, 13.466947877257388",Große Seestrasse Ecke Klement-Gottwald-Allee
409,1960410,Großer Stern,bus,A66,,"52.514524715463295, 13.349933192922938",Großer Stern
410,1960411,Großglienicker Weg Ecke Kladower Damm,bus,"A34,A35",,"52.483148805729485, 13.182630557348212",Großglienicker Weg
411,1960412,Grossbeerenstrasse Ecke Daimlerstrasse,strassenbahn,98,,"52.42636680081003, 13.37431638254586",Grossbeerenstrasse Ecke Daimlerstrasse
412,1960413,Grottkauer Strasse Ecke Am Baltenring,bus,A49,,"52.52796238368814, 13.600805280630896",Grottkauer Strasse
413,1960414,Yorckstraße (Großgörschenstraße) station,s-bahn,KBS 104,Q21776726,"52.4922745,13.3678588",Großgörschenstr.
414,1960415,Berlin-Grunewald station,s-bahn,KBS 102,Q457266,"52.4892,13.2614",Grunewald
415,1960416,Grunewaldstrasse,strassenbahn,"78,77",,"52.489099571674906, 13.344928521367574",Grunewaldstrasse
416,1960417,S-Bahnhof Grünau,s-bahn,"KBS 103,KBS 100a",Q111307258,"52.4122,13.5746",Grünau
417,1960418,Grünberger Straße/Warschauer Straße,strassenbahn,4,Q65706239,"52.5122359,13.452609",Grünberger Strasse
418,1960419,Grüner Weg Ecke Johannisthaler Chaussee,bus,"A52,A25",,"52.42955863550208, 13.453590733350595",Grüner Weg
419,1960420,Grünstrasse Ecke Alt-Köpenick,strassenbahn,95,,"52.44496766298328, 13.574157108147524",Grünstrasse
420,1960421,Grüntaler Straße,strassenbahn,3,Q65807452,"52.555331,13.3909979",Grüntaler Strasse
421,1960422,Gutschmidstrasse,strassenbahn,27,,"52.440388564703085, 13.434807011438394",Gutschmidstrasse
422,1960423,Gutschmidtstrasse,bus,A25,,"52.437076827846255, 13.444129425003135",Gutschmidtstrasse
423,1960424,Gutshof,bus,A34,,"52.47510904064348, 13.120710540203262",Gutshof
424,1960425,Gutshof Marienfelde,bus,A52,,"52.41088450558385, 13.373192649319066",Gutshof Marienfelde
425,1960426,Görlitzer Bahnhof,u-bahn,"B II,B I",Q597759,"52.4992,13.428",Görlitzer Bahnhof (Oranienstr.)
426,1960427,Händelplatz,strassenbahn,"74,78,77,73",,"52.450279094879285, 13.315466784727654",H ndelplatz
427,1960428,"Hönow, Dorfstrasse",bus,A44,,"52.54884927869554, 13.63648687804691","Hönow, Dorfstrasse"
428,1960429,Hackbuschstrasse Ecke Torstrasse,bus,A31,,"52.53959956967987, 13.150244533066292",Hackbuschstrasse
429,1960430,Hackescher Markt,strassenbahn,69,,"52.522700593509725, 13.401605863643521",Hackescher Markt
430,1960431,"Hackescher Markt, Große Präsidentenstrasse",strassenbahn,"49,63",,"52.523263864316995, 13.401094518381404","Hackescher Markt, Große Präsidentenstrasse"
431,1960432,Hafenplatz,strassenbahn,"53,54,75,76",,"52.542292547760184, 13.206201126048732",Hafenplatz
432,1960433,Hagenplatz,bus,"A17,A19",,"52.483382973651, 13.265818700272884",Hagenplatz
433,1960434,Hainbuchenstrasse Ecke Maximiliankorso,bus,A12,,"52.63427133418521, 13.274824021447571",Hainbuchenstrasse
434,1960435,Hakenfelde,strassenbahn,"53,75",,"52.57886009874865, 13.210057800310379",Hakenfelde
435,1960436,Berlin-Halensee station,s-bahn,"KBS 100,KBS 100c",Q800476,"52.4961,13.2906",Halensee
436,1960437,Hallesches Tor,u-bahn,"B II,C II,C I,B I",Q658302,"52.497777777778,13.391111111111",Hallesches Tor
437,1960438,Halskestrasse Ecke Steglitzer Damm,bus,A33,,"52.449975911659585, 13.34671540590703",Halskestrasse
438,1960439,Hamburger Platz,bus,"A56,A45",,"52.555394187589414, 13.438973139463632",Hamburger Platz
439,1960440,"Hamburger Platz, Potsdamer Strasse",strassenbahn,96,,"52.39831680057728, 13.246541862041411",Hamburger Platz
440,1960441,"Hamburger Strasse, Rudolf-Mosse-Platz",bus,A60,,"52.475375170002664, 13.303566446005037","Hamburger Strasse, Rudolf-Mosse-Platz"
441,1960442,Hansaplatz,bus,"A16,A66,A25",,"52.5179343319099, 13.342038193257153",Hansaplatz
442,1960443,HardenbergStrasse Ecke Joachimsthaler Strasse,bus,"AS3,AS2",,"52.506181479310335, 13.332318460113605",HardenbergStrasse
443,1960444,Hartmannsweiler Weg Ecke Fischerhüttenstrasse,bus,A53,,"52.43871188132932, 13.248833836243495",Hartmannsweiler Weg
444,1960445,"Haselhorst, Kirche",bus,A10,,"52.5468281751583, 13.237065889883622","Haselhorst, Kirche"
445,1960446,Hasenheide,strassenbahn,27,,"52.48634143319353, 13.424222115567844",Hasenheide
446,1960447,Hatzfeldallee Ecke Budestrasse,bus,A20,,"52.592072752436835, 13.28604590141529",Hatzfeldallee
447,1960448,Hauptkinderheim,bus,A5,,"52.52819346807093, 13.228649269163302",Hauptkinderheim
448,1960449,Hauptstrasse/Dominicusstrasse,strassenbahn,"6,25",,"52.48184785648144, 13.34836694193233",Hauptstrasse
449,1960450,Hauptstrasse (Schöneberg),strassenbahn,"60,66",,"52.48187232227649, 13.348270377910302",Hauptstrasse (Sch neberg)
450,1960451,Hauptstrasse Ecke Edelweißstrasse,bus,"A45,A55",,"52.58639100900043, 13.367505696398357",Hauptstrasse Ecke Edelwei strasse
451,1960452,Hauptstrasse Ecke Karlshorster Strasse,strassenbahn,82,,"52.50151144462545, 13.475233514493265",Hauptstrasse Ecke Karlshorster Strasse
452,1960453,Hausvogteiplatz station,u-bahn,"A I,A II",Q656523,"52.513055555556,13.396666666667",Hausvogteiplatz
