,stop_id,stop_name,type,in_lines,location,identifier
579,1961579,Kaiserstrasse Ecke Mariendorfer Damm,bus,A76,"52.44556072681654, 13.38580316499979",
580,1961580,Kaiserstrasse Ecke Mariendorfer Damm,bus,A77,"52.445571772041696, 13.38576290701988",
581,1961581,Kaiserstrasse/Ringstrasse,bus,A33,"52.44449600134536, 13.372233806361567",
582,1961582,Kali-Chemie,strassenbahn,95,"52.46329854840191, 13.499789773217568",
583,1961583,Kali-Chemie,strassenbahn,92,"52.46329854840191, 13.499789773217568",
584,1961584,Kanalstrasse,bus,A52,"52.42383870085989, 13.514466425990765",
585,1961585,Kantstrasse,bus,A21,"52.50678794910284, 13.302320269833038",
586,1961586,Karl-Marx-Platz,strassenbahn,"47,26","52.47358382682129, 13.44070604138443",
587,1961587,Karl-Marx-Str.,u-bahn,C I,"52.476111111111,13.439166666667",Q519494
588,1961588,Karlshorst,s-bahn,KBS 102,"52.4808,13.5258",Q111327045
589,1961589,Karlshorster Strasse,strassenbahn,13,"52.502334098187674, 13.475466875195085",
590,1961590,Karolinenhof Mitte,strassenbahn,86,"52.39176095915858, 13.634654256792825",
591,1961591,Karolinenstrasse,bus,A20,"52.59678679258494, 13.276661373436578",
592,1961592,Karow,s-bahn,KBS 106,"52.615,13.4692",Q111324168
593,1961593,"Karow, Bahnhofstrasse",bus,A42,"52.60931228539711, 13.481265848599735",
594,1961594,Karower Strasse Ecke Alt-Buch,bus,A42,"52.6353147366511, 13.49919747411447",
595,1961595,Kaserne Südtor,bus,A21,"52.55685969560147, 13.3084342409763",
596,1961596,Katzbachstrasse,bus,A19,"52.491584280543336, 13.376725460315825",
597,1961597,Kaulsdorf,s-bahn,KBS 101,"52.5121,13.5904",Q800478
598,1961598,"Kaulsdorf, Bausdorfstrasse",bus,A49,"52.51256368150751, 13.601906818686038",
599,1961599,Kinderheim,bus,A82P,"52.4898153097415, 13.481404230737937",
600,1961600,Kinderheim Ruhleben,bus,A31,"52.52796709321304, 13.230713275419049",
601,1961601,Kirchstrasse,bus,A12,"52.61485248170046, 13.317034418727145",
602,1961602,Kirschenallee,strassenbahn,"53,54","52.52037354122697, 13.267241546337495",
603,1961603,Kisselnallee Ecke Radelandstrasse,bus,A63,"52.556501057441956, 13.188670871494672",
604,1961604,Kladow,Fähre,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),"52.45151498638808, 13.147961938847912",
605,1961605,Klausenerplatz,bus,A74,"52.51924427298945, 13.291948741419509",
606,1961606,Klausenerplatz,strassenbahn,"53,54","52.519202008553854, 13.291867366490655",
607,1961607,Klein Ziethen,bus,AZ,"52.379580499215606, 13.44656986522325",
608,1961608,"Kleinbahn, Buckower Damm",strassenbahn,27,"52.438022748003675, 13.434975544021462",
609,1961609,Klement-Gottwald-Allee Ecke Rennbahnstrasse,bus,A45,"52.55694652931542, 13.466966083751453",
610,1961610,Klement-Gottwald-Allee Ecke Rennbahnstrasse,bus,A46,"52.55694652931542, 13.466966083751453",
611,1961611,Klement-Gottwald-Allee Ecke Rennbahnstrasse,strassenbahn,"72,74E,74","52.5573986,13.4656872",Q65954749
612,1961612,Klement-Gottwald-Allee Ecke Indira-Ghandi-Strasse,strassenbahn,3,"52.55207481375682, 13.465630856253787",
613,1961613,"Klingenberg, Blockdammweg",strassenbahn,"13,82","52.4842462,13.5104609",Q66085182
614,1961614,Klingsorstrasse,bus,A33,"52.45309021884074, 13.33121103955973",
615,1961615,Klinkeplatz,bus,AS1,"52.555551464661846, 13.198549783852652",
616,1961616,Klosterstr.,u-bahn,A,"52.516111111111,13.412222222222",Q657893
617,1961617,Klosterstrasse,bus,O30,"52.51798604342281, 13.412126746747086",
618,1961618,Knesebeckstrasse,bus,A53,"52.428912094809505, 13.267664971836647",
619,1961619,Kniprodestrasse,strassenbahn,"13,4","52.5325286,13.4406868",Q65707391
620,1961620,Kniprodestrasse Ecke Ermländische Strasse,bus,A57,"52.53214047166688, 13.441498411095067",
621,1961621,KoblanckStrasse,bus,A51,"52.426175417562064, 13.161460962278303",
622,1961622,Kochstr.,u-bahn,C I,"52.505897222222,13.390611111111",Q201849
623,1961623,Kohlhasenbr ck,bus,A18,"52.397602179732665, 13.143663292364124",
624,1961624,"Kolonie ""Land in Sonne""",bus,A39,"52.55462883361286, 13.511870302373488",
625,1961625,Kongreßhalle,bus,A69,"52.51763253396976, 13.363196975404886",
626,1961626,Konstanzer Strasse,bus,A50,"52.48857876641685, 13.308077083720315",
627,1961627,Konsum Wernsdorf,bus,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),"52.36448396303661, 13.698441127852544",
628,1961628,Konsum Ziegenhals,bus,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),"52.353014165379946, 13.671672670712805",
629,1961629,Kopenhagener Strasse,bus,A14,"52.574260461143574, 13.359154742049908",
630,1961630,Kopernikusstrasse Ecke Warschauer Strasse,strassenbahn,"3,4","52.5105842,13.4526258",Q65950088
631,1961631,Kosterstrasse,bus,O30,"52.51798604342281, 13.412126746747086",
632,1961632,Kottbusser Brücke,bus,A67,"52.496030844936435, 13.420070402767054",
633,1961633,Kottbusser Damm (Schönleinstr.),u-bahn,D,"52.493055555556,13.421944444444",Q666868
634,1961634,Kottbusser Tor,u-bahn,"A II,D,B II,B I","52.499166666667,13.418055555556",Q819768
635,1961635,Kraftwerk Klingenberg,strassenbahn,13,"52.4881374,13.4958685",Q66079524
636,1961636,Kraftwerk Klingenberg,strassenbahn,82,"52.4881374,13.4958685",Q66079524
637,1961637,Krampnitzer Weg,bus,A35,"52.45227343259078, 13.13842230425098",
638,1961638,Krankenhaus Havelh he,bus,A35,"52.462919334280684, 13.15899083159388",
639,1961639,Krankenhaus Havelhöhe,bus,A34,"52.462919334280684, 13.15899083159388",
640,1961640,Krankenhaus Heckeshorn,bus,A51,"52.43498872792054, 13.161716693825408",
641,1961641,Krankenhaus Hohengatow,bus,"A34,A35","52.470449875602235, 13.169391604448148",
642,1961642,Krankenhaus Köpenick,strassenbahn,95,"52.43861200573594, 13.592411258792163",
643,1961643,Krankenhaus Moabit,bus,A70,"52.52631363859675, 13.347762408358612",
644,1961644,Krankenhaus Tegel-Süd,bus,A13,"52.57573397877684, 13.278749331662",
645,1961645,Krankenhaus Wannsee,bus,A51,"52.43102764694952, 13.164964517227903",
646,1961646,Krankenhause Neukölln,strassenbahn,47,"52.43977054074335, 13.459359057866306",
647,1961647,Kreuzbergstrasse,bus,A28,"52.48940663862394, 13.376689964763667",
648,1961648,Kronprinzessinen Weg,bus,A18,"52.41994047416807, 13.17530094854083",
649,1961649,Krumme Lanke,u-bahn,"A II,B II","52.443333333333,13.241388888889",Q663945
650,1961650,Kurfürstendamm ; Kurfürstendamm Ecke Konstanzer Strasse,bus,"A60,AS2,AS3,A10,A21 ; A74,A1","52.498023305214666, 13.296217571157966 ; 52.500599097108285, 13.31304940813286",
651,1961651,Kurfürstenstr.,u-bahn,"B II,B I","52.5,13.361944444444",Q690203
652,1961652,Kurfürstenstrasse,bus,A33,"52.445643034300396, 13.36805209564975",
653,1961653,Kurfürstenstrasse,u-bahn,A II,"52.5,13.361944",Q690203
654,1961654,Kurische Strasse,bus,A9,"52.53541468899389, 13.439085794623837",
655,1961655,Kurt-Fischer-Platz,bus,A7,"52.57973292845757, 13.398330728468228",
656,1961656,Kurt-Fischer-Platz,strassenbahn,"46,22","52.578668,13.3983016",Q65032974
657,1961657,Kurt-Schumacher-Damme,bus,A65,"52.53691363313431, 13.29370181789795",
658,1961658,Kurt-Schumacher-Platz,bus,A21,"52.563438249109005, 13.32713028618972",
659,1961659,Kurt-Schumacher-Platz,u-bahn,C I,"52.563555555556,13.326572222222",Q555916
660,1961660,Köllnische Heide,s-bahn,KBS 100a,"52.4694,13.4675",Q800505
661,1961661,Köllnischer Platz,strassenbahn,"84,86","52.4447189,13.5686225",Q66363379
662,1961662,Königin-Elisabeth-Strasse,bus,"A65,A74","52.5100262651791, 13.281782266209204",
663,1961663,Königin-Elisabeth-Strasse,strassenbahn,"60,53,54","52.51841661774004, 13.280185271122395",
664,1961664,Königin-Luise-Strasse,bus,AS3 ; A10,"52.46046250414625, 13.274837141314253 ;  52.45831794711095, 13.287027476333241",
665,1961665,Königs Wusterhausen,s-bahn,KBS 103,"52.2966,13.6311",Q178002
666,1961666,Königstor,bus,"O40,A57,A9","52.52520269485428, 13.419834994127731",
667,1961667,Königstor,strassenbahn,"74E,74","52.52821600265539, 13.423869016265495",
668,1961668,Königstrasse,bus,A6,"52.41987226002477, 13.175332944592043",
669,1961669,Königstrasse/Kronprinzessinnenweg,bus,A51,"52.41989533124603, 13.17532169204708",
670,1961670,Köpenick,s-bahn,KBS 102,"52.4586,13.5808",Q800479
671,1961671,"Köpenick, Krankenhaus",bus,A27,"52.43861200573594, 13.592411258792163",
672,1961672,Köpenicker Landstrasse Ecke Baumschulenstrasse,strassenbahn,87,"52.46913201072182, 13.491340045687773",
673,1961673,Köpenicker Strasse,bus,A52,"52.417188859212956, 13.493835883883817",
674,1961674,Köpenicker Strasse,strassenbahn,"47,84","52.420483475304536, 13.538745338445915",
675,1961675,Körtingstrasse,bus,A77,"52.43481849058747, 13.378266822562516
",
676,1961676,Körtingstrasse Ecke Großbeerenstrasse,strassenbahn,15,"52.434802727145076, 13.378295684287906",
677,1961677,Küstriner Platz,bus,"O30,O40","52.51324778107561, 13.439333192026231
",
678,1961678,LPG Falkenberg,bus,A46,"52.57043275562403, 13.536024836217607",
679,1961679,Landgericht,bus,"A65,A72","52.52698925988807, 13.297167647658592",
680,1961680,Landsberger Chaussee Ecke Weißenseer Weg,strassenbahn,3,"52.532258,13.476705",Q65942700
681,1961681,Lange Strasse,bus,A11,"52.42401188883506, 13.333131159875414",
682,1961682,Langhans Strasse Ecke Gustav-Adolf-Strasse,bus,A45,"52.55362785776103, 13.434716400018274",
683,1961683,Langhansstrasse Ecke Gustav-Adolf-Strasse,bus,A55,"52.55363454206649, 13.43469073771919",
684,1961684,Lankwitz,s-bahn,KBS 106,"52.4386,13.3417",Q800481
685,1961685,"Lankwitz, Kirche",bus,"A32,A2","52.43629186979271, 13.345745387354132",
686,1961686,"Lankwitz, Kirche",strassenbahn,96,"52.43629411008752, 13.34577793920493",
687,1961687,Lauenburger Platz,bus,A75,"52.461985842386426, 13.33927388252173",
688,1961688,Lauterplatz,strassenbahn,"73,74","52.475528954378376, 13.340160154844037",
689,1961689,Lehnitz,s-bahn,KBS 104,"52.7411,13.2635",Q4258498
690,1961690,Lehrter Stadtbahnhof,s-bahn,"KBS 101,KBS 102","52.5253,13.3694",Q821299
691,1961691,Leibnizstrasse Ecke Kurfürstendamm,bus,A69,"52.500647891248605, 13.313040549353639",
692,1961692,Leibnizstrasse Ecke Otto-Suhr-Allee,bus,A62,"52.51466735877481, 13.31516095265439",
693,1961693,Leinestr.,u-bahn,D,"52.472777777778,13.428333333333",Q668563
694,1961694,Leipziger Strasse Ecke Wilhelmstrasse,strassenbahn,74,"52.51000007018473, 13.384208357671987",
695,1961695,Leninallee,s-bahn,"KBS 103a,KBS 106","52.5295,13.4548",Q800507
696,1961696,Leninallee,strassenbahn,"13,4","52.5259343,13.4462368",Q65553230
697,1961697,Leninplatz,bus,O40,"52.523238998562235, 13.433594583798834",
698,1961698,Leninplatz,strassenbahn,"64,63,1","52.5232658,13.4326457",Q65553105
699,1961699,LeonorenStrasse,bus,"A32,A17","52.444386837647556, 13.338876103590831",
700,1961700,Leonorenstrasse Ecke Siemensstrasse,bus,A2,"52.44438057977062, 13.338875271971135",
701,1961701,Leopoldplatz,bus,A64,"52.54647397037027, 13.359233475022176",
702,1961702,Leopoldplatz,u-bahn,C I,"52.5465,13.3591",Q1960809
703,1961703,Lepsiusstrasse,bus,A68,"52.45883023513571, 13.315599065479873",
704,1961704,Lerbacher Weg Ecke Gallwitzallee,bus,A2,"52.425706884201745, 13.347621555992067",
705,1961705,Lerchenstrasse,bus,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),"52.45518873071384, 13.734268401558374",
706,1961706,"Letteplatz, Strassenbahnhof",bus,A71,"52.56410522486749, 13.371107480641978",
707,1961707,Leuthingerweg,bus,A63,"52.54180680726089, 13.163727103711182",
708,1961708,Lichtenberg,s-bahn,KBS 101,"52.5106,13.4964",Q634247
709,1961709,Lichtenberger Strasse Ecke Berliner Allee,strassenbahn,"72,74E,70,74","52.552032612200605, 13.465689924366766",
710,1961710,Lichtenrade,s-bahn,KBS 105,"52.3876,13.3963",Q6543354
711,1961711,"Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",bus,AS2,"52.38867704828861, 13.394344156462488",
712,1961712,"Lichtenrade, Goethestrasse",bus,AS2,"52.40437993547595, 13.406198387437845",
713,1961713,Lichtenrader Damm,bus,A52,"52.41457407591286, 13.401100479114065",
714,1961714,Lichterfelde Ost,s-bahn,KBS 106,"52.43,13.3289",Q111311299
715,1961715,Lichterfelde Süd,s-bahn,KBS 106,"52.41,13.3086",Q800482
716,1961716,Lichterfelde West,s-bahn,KBS 104,"52.4433,13.2947",Q111327103
717,1961717,Lindauer Strasse,bus,"A71,A12","52.573378512244474, 13.359026284637647",
718,1961718,Lindauer Strasse Ecke Residenzstrasse,bus,A72,"52.57332805900587, 13.35899004155058",
719,1961719,Lindenberg,bus,AL,"52.602597712625055, 13.5250306401055",
720,1961720,Lindenstrasse,bus,A1,"52.41754704184675, 13.306637505969373",
721,1961721,Lindenstrasse,strassenbahn,96,"52.50703628824205, 13.398245194666595",
722,1961722,Bahnhofstrasse Ecke Lindenstrasse,strassenbahn,"83,95,84,86","52.4505094,13.572684",Q66095701
723,1961723,Lindenthaler Allee,s-bahn,KBS 104,"52.4375,13.2325",Q315891
724,1961724,Lindenweg,bus,"A12,A14","52.58320838924275, 13.343677581838621",
725,1961725,Loewenhardtdamm,bus,A28,"52.48165790097863, 13.374453287679744",
726,1961726,Louise-Schroeder-Platz,bus,A16,"52.55713317342601, 13.365513694540711",
727,1961727,Ludwigkirchstrasse/Pariser Strasse,bus,A60,"52.497535465268555, 13.324328066962357",
728,1961728,Luise-Schröder-Platz,bus,A72,"52.55757019957571, 13.365470778195588",
729,1961729,Luisenplatz,bus,"A65,A21,A62,AS1","52.52005408723936, 13.2995133852506",
730,1961730,Luisenplatz,strassenbahn,"53,3,54,55","52.51951940474329, 13.300024347605849",
731,1961731,Lupsteiner Weg,bus,A10,"52.40950895120702, 13.251647735398342",
732,1961732,Lutherplatz,bus,"S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)","52.39011694014624, 13.089836574530883",
733,1961733,Lutherstrasse,bus,A29,"52.50104544166847, 13.34692193817342",
734,1961734,Luxemburgplatz,u-bahn,A,"52.528333333333,13.410277777778",Q658790
735,1961735,Luzerner Strasse,bus,A53,"52.42399460780493, 13.293333572320618",
736,1961736,Lynastrasse,bus,AS1,"52.54898935768741, 13.210225795636823",
737,1961737,Lynastrasse Ecke Neuendorfer Strasse,strassenbahn,"53,54","52.54898037206874, 13.210198880046686",
738,1961738,"Lübars, Dorfaue",bus,A20,"52.62095733281459, 13.358934481999336",
739,1961739,Lübarser Strasse,bus,A15,"52.602792196244636, 13.335729351721078",
740,1961740,Lützowplatz,bus,"A69,A16,A24","52.505029017314186, 13.351822867208506",
741,1961741,Lützowstrasse,bus,A29 ; A48,"52.50531004879477, 13.35374234810531 ; 52.5030789103706, 13.36561126569968",
742,1961742,Lützowstrasse,strassenbahn,"73,74","52.503071437757164, 13.365720679612895",
743,1961743,Machandelweg,bus,"A5,A31","52.52483519555124, 13.24567177943413",
744,1961744,Machnower Strasse Ecke Berlepschstrasse,bus,A66,"52.42978244172841, 13.257044671164005",
745,1961745,Magdalenenstr.,u-bahn,E,"52.5125,13.486388888889",Q473901
746,1961746,Magistratsweg,bus,A31,"52.5331201414446, 13.158067208455051",
747,1961747,Mahlow,s-bahn,KBS 105,"52.3602,13.4085",Q2641431
748,1961748,Mahlsdorf,s-bahn,KBS 101,"52.5121,13.6106",Q800484
749,1961749,Mahlsdorf-Süd,strassenbahn,83,"52.4741663,13.5991443",Q66368466
750,1961750,"Mahlsdorf-Süd, Hubertus",strassenbahn,"86,82","52.4741663,13.5991443",Q66368466
751,1961751,"Malchow, Dorfstrasse",bus,"AL,A46","52.580462270708544, 13.482797576255583",
752,1961752,Malchower Weg,bus,A46,"52.56152031238405, 13.500485897507804",
753,1961753,Marburger Strasse,bus,A62,"52.50371964602222, 13.337728344178407",
754,1961754,Marchandstrasse,bus,A32,"52.423049326436605, 13.357354547531147",
755,1961755,Marchlewskistr.,u-bahn,E,"52.516794444444,13.444991666667",Q551768
756,1961756,Margaretenstrasse,bus,A48,"52.50894074108115, 13.36866960388795",
757,1961757,Mariannenplatz,bus,A28,"52.50228674193422, 13.42408622658593",
758,1961758,Mariendorf,s-bahn,KBS 105,"52.4478,13.3609",Q800497
759,1961759,Mariendorfer Damm,bus,"A77,AS2","52.445604468950826, 13.385816551199863",
760,1961760,Mariendorfer Damm,strassenbahn,15,"52.44016299080784, 13.387234623097394",
761,1961761,Mariendorfer Friedhof,strassenbahn,15,"52.44953069256824, 13.404755931664896",
762,1961762,Mariendorfer Weg Ecke Hermannstrasse,strassenbahn,27,"52.46469083550148, 13.432907024217851",
763,1961763,Marienfelde,s-bahn,KBS 105,"52.4242,13.3747",Q800485
764,1961764,Marienfelder Allee,bus,A32,"52.413790430379194, 13.362098895780415",
765,1961765,Marienfelder Strasse,bus,A32,"52.43338754214616, 13.353023554563793",
766,1961766,Marienfelder Strasse Ecke Lichtenrader Damm,bus,A76,"52.392477747609426, 13.40668482049751",
767,1961767,Marienstrasse,bus,A11,"52.42960010456386, 13.321303543636025",
768,1961768,Markgrafendamm,bus,A82P,"52.49919969372071, 13.465742293248686",
769,1961769,Markgrafenstrasse Ecke Mariendorfer Damm,bus,A77,"52.445553184518396, 13.385808538094254",
770,1961770,Marktplatz Adlershof,strassenbahn,84,"52.43822, 13.548937",Q66363717
771,1961771,Martin-Luther-Friedhof,bus,A20,"52.598400543805816, 13.298350500981082",
772,1961772,Martin-Luther-Strasse Ecke Grunewaldstrasse,bus,A74,"52.4891017368616, 13.34492200742072",
773,1961773,Grunewaldstrasse Ecke Martin-Luther-Strasse,strassenbahn,3,"52.489114608736564, 13.344981706170403",
774,1961774,Marx-Engels-Platz,bus,"A57,A9","52.51617617310524, 13.400937413635054",
775,1961775,Marx-Engels-Platz,s-bahn,"KBS 101,KBS 103,KBS 102","52.5226,13.4022",Q689312
776,1961776,"Marzahn, Berliner Chaussee",bus,A43,"52.54469782123951, 13.564560329042491",
777,1961777,Marzahner Chaussee,bus,O37,"52.53978688562053, 13.53943029431785",
778,1961778,Masurenallee,bus,A65,"52.50642938866968, 13.280405207863838",
779,1961779,Mattenbuder Pfad,bus,A14,"52.61696067657215, 13.220550425237422",
780,1961780,Mehringdamm,bus,"A19,A28","52.49293917608851, 13.38772030059097",
781,1961781,Mehringdamm,u-bahn,"C II,C I","52.493888888889,13.388333333333",Q657905
782,1961782,Mehringdamm Ecke Yorck Strasse,strassenbahn,3,"52.492954886841254, 13.387694356760754",
783,1961783,Mehringplatz,strassenbahn,"95,96","52.4979249057416, 13.39108106831653",
784,1961784,Messedamm,bus,A4,"52.50446814877144, 13.279412101845791",
785,1961785,Messedamm,strassenbahn,"75,76","52.50641938570246, 13.280392436943686",
786,1961786,Mimosenweg,bus,A52,"52.42675928719203, 13.506179808906213",
787,1961787,Mittelstrasse,bus,A18,"52.43475141442549, 13.249262104251452",
788,1961788,Mohriner Allee Ecke Buckower Damm,strassenbahn,27,"52.444210434540814, 13.433541378183778",
789,1961789,Molkenmarkt,strassenbahn,"72,74E,74","52.51679321421663, 13.409330619020574",
790,1961790,Moltkestrasse,strassenbahn,"73,74","52.440407040891834, 13.316309800686549",
791,1961791,Morgensternstrasse Ecke Wilhelmstrasse,bus,"A11,A17","52.42808959398118, 13.325491157001045",
792,1961792,Moritzplatz,bus,A67,"52.50387355112676, 13.409983330065609",
793,1961793,Moritzplatz,u-bahn,D,"52.503611111111,13.410833333333",Q374225
794,1961794,Motzstrasse,bus,A73,"52.49717707606062, 13.346075923573181",
795,1961795,Munsterdamm Ecke Grazer Damm,bus,A68,"52.45901976387901, 13.34874691531987",
796,1961796,Munsterdamm Ecke Steglitzer Damm,bus,A75,"52.45003044948948, 13.346702868396282",
797,1961797,Märkisches Museum,u-bahn,A,"52.511944444444,13.408888888889",Q657871
798,1961798,Möckernbrücke,u-bahn,"A II,B II,B I","52.499166666667,13.382777777778",Q704716
799,1961799,Müggelheim,bus,A27,"52.41018331064196, 13.665897531850348",
800,1961800,Müggelseeperle,bus,A27,"52.42170168937569, 13.640893083169368",
801,1961801,Mühlenstrasse,bus,A20,"52.59350028783369, 13.248862690560857",
802,1961802,Nachtigalplatz,bus,A64,"52.55708816298035, 13.333841766869467",
803,1961803,Nassauische Strasse,bus,A50,"52.4911618772095, 13.326528822264246",
804,1961804,Nauener Platz,bus,A72,"52.551552618214714, 13.36737072883247",
805,1961805,Nauener Strasse,bus,A31,"52.5340443007014, 13.18167584141312",
806,1961806,Nauener Strasse,strassenbahn,55,"52.5384290651878, 13.182388284496431",
807,1961807,Nettelbeckstrasse,bus,A69,"52.501073025698915, 13.346723829543516",
808,1961808,Neu-Lindenberg,bus,AL,"52.600885625411856, 13.554794085696633",
809,1961809,Neu-Westend,u-bahn,B I,"52.515555555556,13.261111111111",Q656431
810,1961810,Neuenhagen (b Bln),s-bahn,KBS 101,"52.5208,13.7003",Q7001614
811,1961811,Neukölln,s-bahn,"KBS 100a,KBS 100","52.469166666667,13.441666666667",Q111325412
812,1961812,Neukölln (Südring),u-bahn,C I,"52.469444,13.442222",Q21272767
813,1961813,Neuköllnische Allee,bus,A67,"52.468152065072715, 13.460620591028498",
814,1961814,"Niederschönhausen, Schillerstrasse",strassenbahn,46,"52.5923051,13.41088",Q65032581
815,1961815,Nikolassee,s-bahn,"KBS 104,KBS 102","52.4317,13.1933",Q637052
816,1961816,Nikolskoer Weg,bus,A6,"52.41405938531216, 13.109270752484141",
817,1961817,Nollendorfplatz,bus,A19,"52.49968843634292, 13.353086438468269",
818,1961818,Nollendorfplatz,strassenbahn,55,"52.49974136660471, 13.352878927585127",
819,1961819,Nollendorfplatz,u-bahn,"A I,B I,A II,B II,B III","52.499166666667,13.353888888889",Q571039
820,1961820,"Nonnendammallee, Siemensstadt",bus,A72,"52.537063326963775, 13.262285169635492",
821,1961821,Nordend,bus,A7,"52.59006569360479, 13.401740566033476",
822,1961822,Nordend,strassenbahn,46,"52.5902104,13.4027524",Q65032696
823,1961823,Nordendstrasse,strassenbahn,22,"52.588534,13.3882952",Q65428345
824,1961824,Nöldnerplatz,s-bahn,KBS 101,"52.5038,13.4853",Q4892447
825,1961825,Nürnberger Strasse Ecke Kurfürstenstrasse,bus,A69,"52.50513952189661, 13.34119156469812",
826,1961826,Oberhofer Platz,bus,A17,"52.42410259117963, 13.328170432694991",
827,1961827,Oberspree,s-bahn,KBS 103a,"52.4525,13.5382",Q15192700
828,1961828,"Oberspree, Bruno-Bürgel-Weg",strassenbahn,92,"52.452777014581045, 13.537124836409932",
829,1961829,Eberswalderstrasse Ecke Oderberger Strasse,strassenbahn,13,"52.54061076763243, 13.404559930731686",
830,1961830,Olivaer Platz,bus,"A19,A29","52.50060275704949, 13.313110622018645",
831,1961831,Olympia-Stadion,u-bahn,B I,"52.517222222222,13.25",Q656441
832,1961832,Olympiastadion,s-bahn,KBS 101,"52.511,13.2416",Q800506
833,1961833,Onkel Toms Hütte,u-bahn,"A II,B II","52.450277777778,13.253333333333",Q389214
834,1961834,Onkel-Herse-Strasse,strassenbahn,47,"52.44827036160263, 13.453893782713148",
835,1961835,Oranienburg,s-bahn,KBS 104,"52.7536,13.2496",Q2341669
836,1961836,Oranienburger Strasse,bus,A21,"52.59544415987805, 13.333037366087483",
837,1961837,Oranienburger Tor,bus,"O40,A9","52.52716314203455, 13.38710905184874",
838,1961838,Oranienburger Tor,strassenbahn,"46,70,11,1","52.5256031,13.3872745",Q65095375
839,1961839,Oraniendamm,bus,A20,"52.607835611203505, 13.323834478403686",
840,1961840,Oranienplatz,bus,A67,"52.50232370505019, 13.415510129463975",
841,1961841,Oranienstrasse,bus,"A28,A75","52.501310708954215, 13.419224612073883",
842,1961842,Ortsgrenze Gatow,bus,"A34,A35","52.4981601705565, 13.180014416479423",
843,1961843,Oskar-Helene-Heim,u-bahn,"A II,B II","52.450277777778,13.269722222222",Q681336
844,1961844,Osloer Strasse,bus,"A70,A71 ; A61","52.55587669510938, 13.38424421097371 ; 52.55671381712504, 13.373732523202998",
845,1961845,OsnaBrücker Strasse,strassenbahn,55,"52.52655659018374, 13.297414453709727",
846,1961846,Ossietzkyplatz,strassenbahn,46,"52.58100580136794, 13.404014807678767",
847,1961847,Ostbahnhof,bus,"Flughafen Schönefeld <> Strausberger Platz,O40","52.50976670730252, 13.43372198235041",
848,1961848,Ostbahnhof,s-bahn,"KBS 101,KBS 103,KBS 102","52.51,13.4347",Q111325075
849,1961849,Ostbahnhof,strassenbahn,"82,1","52.509107635417394, 13.43550619008533",
850,1961850,Osteweg,bus,A53,"52.42102198114528, 13.281135801011326",
851,1961851,Ostkreuz,s-bahn,"KBS 103a,KBS 106,KBS 101,KBS 103,KBS 102","52.5031,13.4689",Q111251530
852,1961852,Ostpreußendamm Ecke Morgenstern Strasse,strassenbahn,96,"52.42585546925107, 13.316822725126194",
853,1961853,Otto-Suhr-Allee,bus,A1,"52.51469791251031, 13.315136925389936",
854,1961854,Pücklerstrasse,bus,AS3,"52.468566643885005, 13.27835662512682",
855,1961855,Pacelli-/Thielallee,bus,A1,"52.45819383818934, 13.287096949272522",
856,1961856,Pankow,s-bahn,KBS 106,"52.5667,13.4111",Q111273850
857,1961857,Pankow (Vinetastr.),u-bahn,A,"52.559166666667,13.413333333333",Q570906
858,1961858,"Pankow, Kirche",bus,"A55,A45","52.57124680898358, 13.410670715665145",
859,1961859,"Pankow, Kirche",strassenbahn,"49,22","52.5706452,13.4103115",Q65055066
860,1961860,"Pankow, Rathaus",bus,"A55,A45,A7","52.56953908840178, 13.404186437171612",
861,1961861,"Pankow, Rathaus",strassenbahn,46,"52.5694816,13.4038045",Q65055060
862,1961862,Pankow-Heinersdorf,s-bahn,KBS 106,"52.5780653,13.4295093",Q4892366
863,1961863,Pankower Allee,bus,A14,"52.564667911185886, 13.378087639243981",
864,1961864,Pankower Allee Ecke Residenzstrasse,bus,A72,"52.56383591570264, 13.364287664704229",
865,1961865,Pankstrasse,bus,"A61,A14","52.55229407958284, 13.38145934777098",
866,1961866,Papestr.,s-bahn,"KBS 100,KBS 100a,KBS 105,KBS 106","52.4756,13.3644",Q111323139
867,1961867,Paradestr.,u-bahn,C II,"52.478055555556,13.386111111111",Q557543
868,1961868,Paradestrasse,bus,A77,"52.478185540036016, 13.385794074394854",
869,1961869,Parchimer Allee,strassenbahn,47,"52.44544295914785, 13.455088787662136",
870,1961870,Pariser Strasse Ecke Bundesallee,bus,A25,"52.496055111394334, 13.33060372058005",
871,1961871,"Parkfriedhof Neukölln, Buckower Damm",strassenbahn,27,"52.428374721547385, 13.435001496921483",
872,1961872,Parkstrasse,strassenbahn,"95,82,87","52.45876522318908, 13.53993545855609",
873,1961873,Paulsternstrasse,bus,"A10,A13","52.54415774195884, 13.247126131065503",
874,1961874,Paulsternstrasse,strassenbahn,55,"52.538114851173546, 13.248435943349298",
875,1961875,Pfaueninsel-Chaussee,bus,"A6,A18","52.41883762088876, 13.153039190703318",
